game,ply,black,white,empty,rho,disc_diff,a1_minus_energy,b1_energy,b2_energy,d4_a1_occupation_energy,n_legal_moves,max_flip_count,mean_flip_count
6,38,24,18,22,0.65625,6,2.125,4.375,4.125,32.125,11,5,2.5454545454545454
6,39,27,16,21,0.671875,11,4.499999999999999,3.75,3.0,33.5,1,6,6.0
6,40,21,23,20,0.6875,-2,4.25,4.75,6.75,34.25,8,4,2.375
6,41,25,20,19,0.703125,5,5.125000000000001,4.125,8.125,35.62500000000001,6,6,3.8333333333333335
6,42,21,25,18,0.71875,-4,3.7500000000000004,4.25,10.25,36.75,7,4,2.2857142857142856
6,43,23,24,17,0.734375,-1,4.375,3.875,10.375,38.37499999999999,6,6,3.0
6,44,20,28,16,0.75,-8,4.25,3.75,15.75,39.75,9,4,1.8888888888888888
6,45,22,27,15,0.765625,-5,4.625,2.125,14.625,41.125,6,4,2.3333333333333335
6,46,21,29,14,0.78125,-8,5.25,2.75,16.75,42.75,8,4,2.0
6,47,26,25,13,0.796875,1,1.375,4.875,15.375,44.37500000000001,1,3,3.0
6,48,23,29,12,0.8125,-6,6.499999999999999,4.5,8.0,46.0,6,5,3.3333333333333335
6,49,27,26,11,0.828125,1,7.125,5.125,10.125,47.62499999999999,2,1,1.0
6,50,26,28,10,0.84375,-2,5.999999999999999,10.0,10.0,49.5,5,6,3.0
6,51,31,24,9,0.859375,7,2.3749999999999996,9.375,6.375,51.37499999999999,2,3,2.5
6,52,28,28,8,0.875,0,4.25,10.25,4.25,53.24999999999999,5,9,3.8
6,53,38,19,7,0.890625,19,9.625,3.625,8.625,55.12499999999999,3,7,4.0
6,54,34,24,6,0.90625,10,4.499999999999999,2.5,7.5,57.0,2,3,2.5
6,55,37,22,5,0.921875,15,8.75,2.5,5.75,57.25000000000001,2,2,1.5
6,56,35,25,4,0.9375,10,5.999999999999999,6.5,4.0,58.50000000000001,2,6,3.5
6,57,37,24,3,0.953125,13,8.75,6.5,3.75,59.25,1,1,1.0
6,58,36,26,2,0.96875,10,4.499999999999999,6.5,5.5,60.99999999999999,1,9,9.0
6,59,46,17,1,0.984375,29,20.75,12.5,2.75,62.24999999999999,0,0,0.0
6,60,46,17,1,0.984375,29,20.75,12.5,2.75,62.24999999999999,1,6,6.0
6,61,53,11,0,1.0,42,40.5,6.5,2.5,64.0,0,0,0.0
7,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
7,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
7,2,3,3,58,0.09375,0,0.0,0.5,0.5,4.499999999999999,5,1,1.0
7,3,5,2,57,0.109375,3,1.1249999999999998,1.125,1.125,5.125000000000001,4,2,1.25
7,4,3,5,56,0.125,-2,1.0,0.5,1.5,5.999999999999999,5,2,1.4
7,5,5,4,55,0.140625,1,1.6249999999999998,0.125,1.125,6.125,8,3,1.375
7,6,4,6,54,0.15625,-2,1.0,1.0,2.0,6.499999999999999,5,3,1.6
7,7,6,5,53,0.171875,1,0.12500000000000003,1.625,0.625,7.625000000000001,6,2,1.1666666666666667
7,8,5,7,52,0.1875,-2,1.375,1.625,1.875,7.875,6,3,1.6666666666666667
7,9,7,6,51,0.203125,1,1.4999999999999998,1.75,2.0,8.000000000000002,8,3,1.375
7,10,5,9,50,0.21875,-4,4.625,4.375,0.625,8.625,4,2,1.75
7,11,7,8,49,0.234375,-1,4.499999999999999,1.75,0.5,9.499999999999998,6,3,1.5
7,12,6,10,48,0.25,-4,4.375,3.625,0.875,9.875,4,2,2.0
7,13,9,8,47,0.265625,1,1.4999999999999998,1.75,3.5,10.5,10,3,1.3
7,14,8,10,46,0.28125,-2,4.375,1.125,3.375,11.875,7,4,2.0
7,15,11,8,45,0.296875,3,7.125,1.125,1.125,12.625,14,3,1.4285714285714286
7,16,10,10,44,0.3125,0,5.749999999999999,3.25,1.75,13.75,10,4,2.4
7,17,13,8,43,0.328125,5,2.3749999999999996,4.375,2.375,15.375000000000002,13,3,1.7692307692307692
7,18,12,10,42,0.34375,2,1.7500000000000002,3.75,3.75,16.75,14,4,1.8571428571428572
7,19,15,8,41,0.359375,7,6.625000000000001,2.625,4.625,18.625,12,5,2.5
7,20,13,11,40,0.375,2,2.875,2.625,9.875,19.874999999999996,14,4,2.0714285714285716
7,21,16,9,39,0.390625,7,5.749999999999999,1.0,5.75,20.75,16,4,2.1875
7,22,14,12,38,0.40625,2,1.4999999999999998,1.0,5.5,22.5,18,6,2.1666666666666665
7,23,16,11,37,0.421875,5,1.1249999999999998,0.625,5.125,22.624999999999996,18,5,2.2777777777777777
7,24,14,14,36,0.4375,0,1.2500000000000002,0.75,7.25,22.75,16,6,2.5
7,25,18,11,35,0.453125,7,1.6249999999999998,1.125,7.125,23.124999999999996,14,5,2.2142857142857144
7,26,15,15,34,0.46875,0,4.25,3.75,3.75,24.75,15,6,3.4
7,27,17,14,33,0.484375,3,3.375,6.375,1.875,25.874999999999996,15,4,2.1333333333333333
7,28,15,17,32,0.5,-2,5.25,4.25,2.25,27.250000000000004,14,7,3.642857142857143
7,29,18,15,31,0.515625,3,5.125000000000001,1.625,3.625,27.625000000000004,16,4,1.6875
7,30,17,17,30,0.53125,0,3.7500000000000004,3.25,2.75,28.250000000000004,12,6,3.75
7,31,22,13,29,0.546875,9,7.625000000000001,1.125,1.625,29.124999999999996,13,5,2.230769230769231
7,32,21,15,28,0.5625,6,4.750000000000001,1.25,2.75,30.25,12,8,3.5833333333333335
7,33,25,12,27,0.578125,13,6.125,4.125,2.625,31.625,11,5,2.727272727272727
7,34,23,15,26,0.59375,8,6.25,8.25,1.75,31.749999999999996,13,5,2.076923076923077
7,35,25,14,25,0.609375,11,7.375,6.875,1.375,32.375,10,4,2.9
7,36,21,19,24,0.625,2,4.750000000000001,12.25,1.25,32.75,10,5,2.2
7,37,24,17,23,0.640625,7,5.875000000000001,9.375,1.875,34.37500000000001,13,6,3.076923076923077
7,38,22,20,22,0.65625,2,6.25,12.75,3.25,36.25,8,6,2.625
7,39,25,18,21,0.671875,7,8.125,8.125,3.625,37.12500000000001,14,6,2.7857142857142856
7,40,24,20,20,0.6875,4,5.749999999999999,11.25,2.75,38.75,6,6,2.8333333333333335
7,41,29,16,19,0.703125,13,9.875,2.875,3.375,39.87500000000001,12,6,2.6666666666666665
7,42,28,18,18,0.71875,10,8.75,4.75,3.25,41.75,5,4,2.4
7,43,32,15,17,0.734375,17,14.125,5.125,2.625,43.12500000000001,12,4,2.3333333333333335
7,44,30,18,16,0.75,12,9.249999999999998,3.25,4.75,44.75,4,5,2.5
7,45,36,13,15,0.765625,23,16.500000000000004,3.25,4.0,45.00000000000001,10,7,3.0
7,46,35,15,14,0.78125,20,14.625000000000002,2.375,3.625,45.625,3,2,1.3333333333333333
7,47,37,14,13,0.796875,23,16.500000000000004,2.75,4.5,46.49999999999999,8,6,3.375
7,48,35,17,12,0.8125,18,13.375,1.625,4.375,48.375,2,1,1.0
7,49,37,16,11,0.828125,21,13.5,2.25,2.5,49.5,7,8,3.857142857142857
7,50,34,20,10,0.84375,14,10.875,2.625,7.875,50.875,3,1,1.0
7,51,36,19,9,0.859375,17,10.625000000000002,2.125,7.625,51.12499999999999,6,8,3.5
7,52,35,21,8,0.875,14,8.875,2.625,9.875,51.875,1,1,1.0
7,53,37,20,7,0.890625,17,11.250000000000002,3.0,7.25,53.75,5,8,5.4
7,54,32,26,6,0.90625,6,11.999999999999998,3.0,8.0,54.5,0,0,0.0
7,55,32,26,6,0.90625,6,11.999999999999998,3.0,8.0,54.5,4,7,4.75
7,56,27,32,5,0.921875,-5,9.625,0.625,5.625,56.125,1,1,1.0
7,57,29,31,4,0.9375,-2,10.375000000000002,0.125,8.375,57.37499999999999,3,7,3.3333333333333335
7,58,27,34,3,0.953125,-7,13.625,0.125,3.625,58.62500000000001,0,0,0.0
7,59,27,34,3,0.953125,-7,13.625,0.125,3.625,58.62500000000001,2,7,4.0
7,60,20,42,2,0.96875,-22,15.375000000000002,1.125,1.375,60.37500000000001,1,3,3.0
7,61,24,39,1,0.984375,-15,10.25,3.0,4.25,62.24999999999999,0,0,0.0
8,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
8,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
8,2,3,3,58,0.09375,0,0.0,0.5,0.5,4.499999999999999,5,1,1.0
8,3,5,2,57,0.109375,3,1.2500000000000002,0.5,1.75,4.750000000000001,4,2,1.25
8,4,4,4,56,0.125,0,0.37499999999999994,1.125,0.375,5.375,6,1,1.0
8,5,6,3,55,0.140625,3,2.125,1.125,1.125,6.125,6,2,1.3333333333333333
8,6,4,6,54,0.15625,-2,2.5000000000000004,0.5,1.5,7.000000000000001,7,2,1.5714285714285714
8,7,6,5,53,0.171875,1,2.125,0.125,1.125,8.125,10,2,1.2
8,8,5,7,52,0.1875,-2,5.000000000000001,0.5,0.5,9.499999999999998,9,3,2.3333333333333335
8,9,7,6,51,0.203125,1,5.625,0.125,0.125,9.625,12,1,1.0
8,10,6,8,50,0.21875,-2,5.25,0.75,0.75,9.75,7,3,2.2857142857142856
8,11,10,5,49,0.234375,5,2.9999999999999996,0.25,4.5,11.0,9,2,1.3333333333333333
8,12,9,7,48,0.25,2,3.6250000000000004,0.375,1.625,12.625,9,4,2.2222222222222223
8,13,13,4,47,0.265625,9,5.000000000000001,1.25,2.0,12.999999999999998,7,4,1.8571428571428572
8,14,11,7,46,0.28125,4,2.625,0.375,0.625,13.625,9,2,1.5555555555555556
8,15,13,6,45,0.296875,7,4.0,1.25,0.5,14.500000000000002,11,4,1.9090909090909092
8,16,11,9,44,0.3125,2,3.6250000000000004,3.375,2.625,15.625,14,4,1.9285714285714286
8,17,16,5,43,0.328125,11,5.749999999999999,1.5,1.75,15.750000000000002,9,5,1.8888888888888888
8,18,14,8,42,0.34375,6,3.1250000000000004,0.875,2.125,16.125,14,3,1.7142857142857142
8,19,16,7,41,0.359375,9,3.7500000000000004,1.5,3.75,16.75,14,4,1.8571428571428572
8,20,15,9,40,0.375,6,2.125,1.375,2.625,18.125000000000004,15,3,1.7333333333333334
8,21,17,8,39,0.390625,9,4.0,1.75,3.0,18.5,13,6,2.0
8,22,16,10,38,0.40625,6,4.375,2.125,4.875,19.375,14,3,1.7857142857142858
8,23,18,9,37,0.421875,9,4.0,1.75,3.5,19.500000000000004,14,4,2.0714285714285716
8,24,14,14,36,0.4375,0,6.125,1.875,1.125,20.625,13,4,2.230769230769231
8,25,16,13,35,0.453125,3,6.499999999999999,2.75,1.5,21.0,14,4,1.5
8,26,15,15,34,0.46875,0,8.875,2.125,2.875,22.875000000000004,11,5,3.3636363636363638
8,27,19,12,33,0.484375,7,3.6250000000000004,2.125,5.625,24.625,16,4,2.0625
8,28,17,15,32,0.5,2,6.75,2.75,5.25,26.249999999999996,10,4,3.0
8,29,21,12,31,0.515625,9,3.1250000000000004,5.125,6.625,28.125000000000004,13,5,2.923076923076923
8,30,19,15,30,0.53125,4,1.7500000000000002,2.25,6.25,28.749999999999996,10,5,2.9
8,31,24,11,29,0.546875,13,6.875,1.875,4.875,29.375000000000004,14,6,2.7857142857142856
8,32,22,14,28,0.5625,8,6.25,1.75,2.25,30.750000000000004,8,5,3.25
8,33,27,10,27,0.578125,17,14.125,2.625,1.125,31.625,15,6,3.0
8,34,26,12,26,0.59375,14,10.5,3.0,2.5,32.5,9,4,2.111111111111111
8,35,29,10,25,0.609375,19,12.125,4.625,5.125,33.625,14,5,2.642857142857143
8,36,25,15,24,0.625,10,9.75,10.25,2.75,33.75,10,3,1.4
8,37,28,13,23,0.640625,15,16.375000000000004,10.875,1.375,34.87499999999999,11,6,3.272727272727273
8,38,26,16,22,0.65625,10,14.0,8.0,3.0,36.5,8,3,1.625
8,39,28,15,21,0.671875,13,13.875,5.375,4.875,37.875,10,4,3.0
8,40,26,18,20,0.6875,8,11.999999999999998,7.0,6.0,39.5,5,3,2.2
8,41,28,17,19,0.703125,11,13.25,6.0,8.25,39.75,11,6,3.4545454545454546
8,42,25,21,18,0.71875,4,8.125,4.875,7.625,41.125,4,3,2.5
8,43,29,18,17,0.734375,11,8.5,5.75,4.5,41.50000000000001,11,6,2.909090909090909
8,44,27,21,16,0.75,6,9.375,5.625,6.375,43.37500000000001,6,2,1.5
8,45,29,20,15,0.765625,9,11.250000000000002,5.5,6.25,45.25,9,6,2.7777777777777777
8,46,26,24,14,0.78125,2,12.375,6.625,6.875,46.87500000000001,5,3,2.0
8,47,30,21,13,0.796875,9,12.750000000000002,4.0,7.25,48.75,7,5,2.2857142857142856
8,48,26,26,12,0.8125,0,10.875,12.625,5.875,49.37500000000001,5,2,1.6
8,49,28,25,11,0.828125,3,10.625000000000002,12.625,4.625,50.125,7,5,3.0
8,50,24,30,10,0.84375,-6,6.875,12.625,10.875,50.375,5,3,1.6
8,51,26,29,9,0.859375,-3,7.749999999999999,12.0,10.75,51.25,5,5,3.0
8,52,21,35,8,0.875,-14,4.875000000000001,11.625,12.875,52.375,3,5,2.6666666666666665
8,53,27,30,7,0.890625,-3,4.625,3.625,12.625,53.125,4,5,2.5
8,54,24,34,6,0.90625,-10,11.875,3.625,6.875,54.37499999999999,1,1,1.0
8,55,26,33,5,0.921875,-7,12.125,2.125,5.125,56.125,5,6,2.8
8,56,25,35,4,0.9375,-10,11.5,2.0,5.0,57.5,0,0,0.0
8,57,25,35,4,0.9375,-10,11.5,2.0,5.0,57.5,4,6,4.25
8,58,20,41,3,0.953125,-21,18.625,1.625,7.625,59.12500000000001,0,0,0.0
8,59,20,41,3,0.953125,-21,18.625,1.625,7.625,59.12500000000001,3,5,3.6666666666666665
8,60,15,47,2,0.96875,-32,19.874999999999996,2.625,8.875,60.37500000000001,0,0,0.0
8,61,15,47,2,0.96875,-32,19.874999999999996,2.625,8.875,60.37500000000001,2,5,3.0
8,62,14,49,1,0.984375,-35,23.625,2.625,6.625,62.12499999999999,1,1,1.0
8,63,16,48,0,1.0,-32,20.000000000000004,2.0,8.0,64.0,0,0,0.0
9,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
9,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
9,2,3,3,58,0.09375,0,0.0,0.5,0.5,4.499999999999999,5,1,1.0
9,3,5,2,57,0.109375,3,1.2500000000000002,0.5,1.75,4.750000000000001,4,2,1.25
9,4,4,4,56,0.125,0,0.37499999999999994,1.125,0.375,5.375,6,1,1.0
9,5,6,3,55,0.140625,3,1.2500000000000002,2.0,1.75,6.25,6,2,1.5
9,6,5,5,54,0.15625,0,0.37499999999999994,1.125,1.375,7.375,11,2,1.2727272727272727
9,7,7,4,53,0.171875,3,2.125,1.125,3.125,8.125,7,3,1.8571428571428572
9,8,6,6,52,0.1875,0,0.37499999999999994,1.125,7.375,9.375,11,2,1.4545454545454546
9,9,9,4,51,0.203125,5,1.4999999999999998,3.25,3.5,9.499999999999998,7,3,1.8571428571428572
9,10,7,7,50,0.21875,0,0.6250000000000001,1.375,3.625,9.625,10,2,1.6
9,11,10,5,49,0.234375,5,4.499999999999999,0.75,4.5,11.0,9,4,1.7777777777777777
9,12,9,7,48,0.25,2,4.875000000000001,1.125,2.375,11.375,11,2,1.4545454545454546
9,13,12,5,47,0.265625,7,5.000000000000001,3.25,1.0,11.999999999999998,8,4,1.875
9,14,11,7,46,0.28125,4,4.625,4.375,1.625,13.625,11,3,1.4545454545454546
9,15,15,4,45,0.296875,11,8.000000000000002,1.25,2.0,14.0,7,3,2.0
9,16,14,6,44,0.3125,8,5.375,1.625,1.375,15.875000000000002,13,2,1.2307692307692308
9,17,16,5,43,0.328125,11,7.625000000000001,3.125,1.625,17.625,9,4,2.6666666666666665
9,18,15,7,42,0.34375,8,5.749999999999999,1.75,2.75,18.249999999999996,15,3,1.3333333333333333
9,19,17,6,41,0.359375,11,7.125,4.125,2.625,19.124999999999996,9,6,3.4444444444444446
9,20,15,9,40,0.375,6,2.75,1.75,4.75,20.25,14,3,1.5714285714285714
9,21,17,8,39,0.390625,9,4.625,3.125,5.125,21.125,12,7,3.5
9,22,15,11,38,0.40625,4,1.7500000000000002,1.75,5.75,22.249999999999996,18,5,2.111111111111111
9,23,17,10,37,0.421875,7,2.875,1.875,3.875,22.375000000000004,13,6,3.0
9,24,15,13,36,0.4375,2,1.2500000000000002,1.25,2.75,22.75,17,5,2.0
9,25,17,12,35,0.453125,5,1.375,3.375,1.875,22.875000000000004,15,7,2.7333333333333334
9,26,16,14,34,0.46875,2,0.25,3.25,0.75,24.249999999999996,16,6,2.5
9,27,19,12,33,0.484375,7,1.6249999999999998,4.625,0.625,24.625,10,5,2.5
9,28,18,14,32,0.5,4,0.7499999999999999,3.75,0.25,25.25,16,7,2.625
9,29,20,13,31,0.515625,7,1.875,4.875,0.875,25.874999999999996,9,5,2.6666666666666665
9,30,19,15,30,0.53125,4,0.7499999999999999,3.75,0.75,26.750000000000004,15,6,2.466666666666667
9,31,21,14,29,0.546875,7,2.125,1.625,1.625,27.625000000000004,10,5,3.0
9,32,17,19,28,0.5625,-2,7.249999999999999,2.75,3.75,29.250000000000004,11,6,3.1818181818181817
9,33,19,18,27,0.578125,1,8.375,1.875,2.875,30.374999999999996,9,4,1.8888888888888888
9,34,18,20,26,0.59375,-2,7.000000000000001,3.0,4.0,31.5,10,6,3.4
9,35,24,15,25,0.609375,9,3.375,3.875,6.375,32.875,7,6,2.4285714285714284
9,36,22,18,24,0.625,4,1.1249999999999998,5.375,4.125,33.125,13,6,2.6153846153846154
9,37,27,14,23,0.640625,13,7.000000000000001,3.25,1.5,34.5,7,7,4.428571428571429
9,38,23,19,22,0.65625,4,6.625000000000001,6.875,1.125,34.625,12,6,2.25
9,39,25,18,21,0.671875,7,9.0,6.25,0.5,36.5,8,7,4.375
9,40,21,23,20,0.6875,-2,4.875000000000001,3.625,4.375,36.87499999999999,12,4,2.5833333333333335
9,41,25,20,19,0.703125,5,9.249999999999998,5.0,3.25,38.24999999999999,10,7,3.1
9,42,24,22,18,0.71875,2,10.375000000000002,3.625,2.375,38.875,11,4,2.6363636363636362
9,43,27,20,17,0.734375,7,13.5,5.25,4.5,40.5,9,9,4.0
9,44,25,23,16,0.75,2,9.125,8.875,3.625,42.12500000000001,7,5,3.142857142857143
9,45,28,21,15,0.765625,7,12.375,8.875,2.875,42.37499999999999,5,10,4.8
9,46,23,27,14,0.78125,-4,11.250000000000002,7.25,10.25,43.25,6,5,3.6666666666666665
9,47,29,22,13,0.796875,7,10.875,6.375,2.375,44.37500000000001,5,8,4.6
9,48,27,25,12,0.8125,2,8.5,9.0,4.5,46.0,5,4,2.8
9,49,32,21,11,0.828125,11,12.875,3.375,3.875,47.875,6,8,4.333333333333333
9,50,30,24,10,0.84375,6,9.249999999999998,5.75,6.25,49.75,3,4,2.6666666666666665
9,51,35,20,9,0.859375,15,9.125,3.125,9.125,51.12499999999999,5,8,4.4
9,52,34,22,8,0.875,12,7.875,3.125,8.875,51.875,4,3,1.75
9,53,36,21,7,0.890625,15,9.75,3.0,10.75,53.75,4,6,4.5
9,54,31,27,6,0.90625,4,7.375,2.125,3.375,55.37499999999999,4,2,1.5
9,55,33,26,5,0.921875,7,9.125,2.125,2.125,56.125,3,5,3.0
9,56,28,32,4,0.9375,-4,12.999999999999998,7.0,3.0,58.00000000000001,3,6,3.0
9,57,35,26,3,0.953125,9,8.25,25.0,3.25,59.25,2,3,2.0
9,58,34,28,2,0.96875,6,7.5,25.0,5.5,60.49999999999999,2,6,3.5
9,59,41,22,1,0.984375,19,15.249999999999998,7.0,5.25,62.24999999999999,1,3,3.0
9,60,38,26,0,1.0,12,18.5,7.5,4.5,64.0,0,0,0.0
10,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
10,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
10,2,3,3,58,0.09375,0,0.37499999999999994,0.125,4.375,4.375,4,1,1.0
10,3,5,2,57,0.109375,3,1.7500000000000002,0.0,1.75,4.750000000000001,2,2,2.0
10,4,3,5,56,0.125,-2,0.37499999999999994,1.125,0.375,5.375,9,1,1.0
10,5,5,4,55,0.140625,1,1.1249999999999998,1.125,1.125,6.125,7,3,1.7142857142857142
10,6,3,7,54,0.15625,-4,2.0000000000000004,0.0,0.0,7.000000000000001,6,2,1.5
10,7,5,6,53,0.171875,-1,3.2499999999999996,0.0,1.25,8.25,6,3,1.8333333333333333
10,8,4,8,52,0.1875,-4,3.375,0.125,0.375,9.375,8,3,1.625
10,9,6,7,51,0.203125,-1,1.4999999999999998,0.25,0.5,9.499999999999998,7,2,1.7142857142857142
10,10,5,9,50,0.21875,-4,3.6250000000000004,0.375,0.625,9.625,9,4,1.7777777777777777
10,11,8,7,49,0.234375,1,2.9999999999999996,1.25,2.5,10.000000000000002,13,3,1.4615384615384615
10,12,6,10,48,0.25,-4,3.875,2.125,1.875,11.375,13,6,2.1538461538461537
10,13,8,9,47,0.265625,-1,2.0000000000000004,3.25,0.5,12.999999999999998,13,3,1.3076923076923077
10,14,7,11,46,0.28125,-4,1.6249999999999998,4.375,0.625,13.625,14,4,2.5
10,15,11,8,45,0.296875,3,2.5000000000000004,1.75,1.0,14.0,13,2,1.6153846153846154
10,16,10,10,44,0.3125,0,0.875,1.125,3.375,14.875,14,4,1.8571428571428572
10,17,12,9,43,0.328125,3,2.9999999999999996,1.75,1.0,15.5,14,5,2.0
10,18,10,12,42,0.34375,-2,1.375,2.125,3.375,17.374999999999996,15,5,2.2
10,19,13,10,41,0.359375,3,0.5000000000000001,4.25,2.5,18.5,14,5,2.142857142857143
10,20,10,14,40,0.375,-4,2.625,2.375,4.625,18.625,13,5,2.769230769230769
10,21,13,12,39,0.390625,1,1.4999999999999998,5.75,7.5,19.500000000000004,13,4,2.3076923076923075
10,22,11,15,38,0.40625,-4,2.625,6.375,2.625,20.625,15,5,2.8
10,23,15,12,37,0.421875,3,1.4999999999999998,4.75,1.5,21.0,13,5,2.3846153846153846
10,24,12,16,36,0.4375,-4,2.125,7.375,2.125,21.125,13,7,2.769230769230769
10,25,15,14,35,0.453125,1,3.2499999999999996,6.0,2.25,21.750000000000004,13,5,2.3076923076923075
10,26,14,16,34,0.46875,-2,3.375,5.125,3.375,21.875000000000004,9,6,3.3333333333333335
10,27,16,15,33,0.484375,1,3.2499999999999996,3.5,2.75,23.25,15,4,2.0
10,28,15,17,32,0.5,-2,3.375,5.125,3.375,24.875,10,6,3.3
10,29,18,15,31,0.515625,3,2.75,7.5,4.25,26.249999999999996,16,6,2.25
10,30,17,17,30,0.53125,0,2.9999999999999996,6.0,2.5,28.000000000000004,9,7,3.2222222222222223
10,31,20,15,29,0.546875,5,4.625,4.625,5.625,29.624999999999996,17,6,2.5294117647058822
10,32,19,17,28,0.5625,2,5.000000000000001,2.5,6.5,30.0,10,7,2.6
10,33,21,16,27,0.578125,5,4.625,1.625,8.625,30.624999999999996,17,6,2.764705882352941
10,34,16,22,26,0.59375,-6,4.499999999999999,4.5,4.0,30.999999999999996,10,6,2.6
10,35,18,21,25,0.609375,-3,4.875000000000001,4.375,1.875,31.874999999999996,16,6,2.4375
10,36,17,23,24,0.625,-6,4.499999999999999,2.5,2.0,33.0,7,6,3.0
10,37,21,20,23,0.640625,1,5.875000000000001,1.875,3.375,34.87499999999999,13,7,2.6923076923076925
10,38,20,22,22,0.65625,-2,6.25,3.25,5.25,36.25,7,4,2.0
10,39,24,19,21,0.671875,5,12.125,5.125,5.125,38.12499999999999,11,9,4.090909090909091
10,40,23,21,20,0.6875,2,13.75,3.75,3.25,39.75,6,5,1.8333333333333333
10,41,29,16,19,0.703125,13,23.500000000000004,3.25,5.0,40.00000000000001,10,9,4.0
10,42,25,21,18,0.71875,4,15.375000000000002,6.625,5.875,40.87499999999999,5,2,1.4
10,43,28,19,17,0.734375,9,17.0,5.75,5.5,42.0,12,7,3.5
10,44,24,24,16,0.75,0,23.124999999999996,8.875,3.125,42.62500000000001,5,2,1.2
10,45,26,23,15,0.765625,3,22.999999999999996,12.25,2.0,43.5,12,8,4.0
10,46,18,32,14,0.78125,-14,14.375,9.625,5.875,44.875,5,6,2.4
10,47,22,29,13,0.796875,-7,19.124999999999996,8.625,5.625,45.625,11,6,3.0
10,48,20,32,12,0.8125,-12,20.75,4.75,11.25,46.75,3,6,3.0
10,49,22,31,11,0.828125,-9,21.5,4.25,15.0,47.99999999999999,10,7,3.5
10,50,20,34,10,0.84375,-14,16.75,4.25,18.25,48.24999999999999,2,8,5.0
10,51,29,26,9,0.859375,3,10.625000000000002,13.625,7.125,49.62500000000001,8,9,4.125
10,52,27,29,8,0.875,-2,8.375,13.625,5.875,50.375,2,2,1.5
10,53,29,28,7,0.890625,1,10.000000000000002,14.75,6.5,51.99999999999999,6,9,4.5
10,54,25,33,6,0.90625,-8,6.875,14.625,4.375,53.875,3,2,2.0
10,55,28,31,5,0.921875,-3,9.0,13.75,5.0,55.5,4,9,5.0
10,56,22,38,4,0.9375,-16,8.875,10.625,6.875,57.37499999999999,1,6,6.0
10,57,29,32,3,0.953125,-3,14.625000000000002,15.625,2.625,59.12500000000001,3,9,6.666666666666667
10,58,23,39,2,0.96875,-16,11.875,15.625,6.875,60.37500000000001,0,0,0.0
10,59,23,39,2,0.96875,-16,11.875,15.625,6.875,60.37500000000001,2,9,6.5
10,60,14,49,1,0.984375,-35,37.625,10.625,1.625,62.12499999999999,1,1,1.0
10,61,16,48,0,1.0,-32,33.0,11.0,3.0,64.0,0,0,0.0
11,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
11,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
11,2,3,3,58,0.09375,0,0.0,0.0,0.5,4.499999999999999,5,2,1.4
11,3,5,2,57,0.109375,3,1.1249999999999998,0.125,1.125,5.125000000000001,4,2,1.5
11,4,4,4,56,0.125,0,1.2500000000000002,0.25,2.25,5.25,7,1,1.0
11,5,6,3,55,0.140625,3,1.375,0.375,1.375,5.375,3,2,2.0
11,6,4,6,54,0.15625,-2,0.6250000000000001,1.375,4.625,5.625,9,3,1.2222222222222223
11,7,6,5,53,0.171875,1,1.4999999999999998,2.25,1.5,6.499999999999999,6,3,2.1666666666666665
11,8,4,8,52,0.1875,-4,1.6249999999999998,3.375,1.625,7.625000000000001,9,3,1.4444444444444444
11,9,6,7,51,0.203125,-1,0.37499999999999994,3.375,5.375,8.375,7,3,1.8571428571428572
11,10,3,11,50,0.21875,-8,2.5000000000000004,1.5,2.5,8.5,7,3,1.7142857142857142
11,11,6,9,49,0.234375,-3,0.37499999999999994,0.875,6.875,8.875,9,1,1.0
11,12,5,11,48,0.25,-6,1.7500000000000002,1.75,5.75,9.249999999999998,9,3,1.8888888888888888
11,13,8,9,47,0.265625,-1,3.1250000000000004,2.625,2.125,10.625000000000002,12,4,1.8333333333333333
11,14,7,11,46,0.28125,-4,2.75,2.75,3.25,11.250000000000002,10,5,2.3
11,15,10,9,45,0.296875,1,1.1249999999999998,1.625,6.125,11.624999999999998,9,4,2.2222222222222223
11,16,9,11,44,0.3125,-2,2.0000000000000004,1.5,4.0,12.500000000000002,11,6,2.090909090909091
11,17,11,10,43,0.328125,1,1.6249999999999998,3.125,3.625,12.625,8,4,2.25
11,18,10,12,42,0.34375,-2,2.25,1.25,4.75,13.25,9,6,2.2222222222222223
11,19,13,10,41,0.359375,3,1.375,3.875,3.375,13.875,8,5,2.75
11,20,11,13,40,0.375,-2,1.6249999999999998,3.875,4.625,15.124999999999998,8,4,2.25
