game,ply,side_to_move,chosen_idx,n_legal,n_empties,i_move_bits,log2_m_bits,p_chosen,total_raw_count,chosen_raw_count,in_book,chosen_in_book,a1_minus_energy,e_minus_energy,d4_a1_occupation_energy,d4_a2_occupation_energy,d4_b1_occupation_energy,d4_b2_occupation_energy,d4_e_occupation_energy
0,21,-1,43,7,39,3.1858665453113337,2.807354922057604,0.7692307692307693,19,19,1,1,1.7500000000000002,11.5,15.25,0.5,0.5,1.25,7.5
0,22,1,51,15,38,4.994353436858859,3.9068905956085187,0.47058823529411764,19,15,1,1,1.875,12.999999999999998,16.875,0.625,0.625,0.875,7.0
0,23,-1,52,6,37,3.807354922057604,2.584962500721156,0.42857142857142855,15,8,1,1,2.9999999999999996,10.5,18.0,0.75,0.75,1.0,6.5
0,24,1,4,18,36,5.870364719583405,4.169925001442312,0.3076923076923077,8,7,1,1,0.875,16.0,19.375,0.625,1.125,0.875,6.0
0,25,-1,38,10,35,6.78135971352466,3.321928094887362,0.09090909090909091,12,1,1,1,1.7500000000000002,14.500000000000002,19.75,0.5,1.5,0.75,6.5
0,26,1,22,17,34,8.257387842692651,4.087462841250339,0.05555555555555555,1,0,1,0,1.375,17.999999999999996,21.375,0.625,1.125,0.875,6.0
0,27,-1,24,7,33,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,1.2500000000000002,18.5,22.25,0.5,1.0,0.75,6.5
0,28,1,29,13,32,7.507794640198696,3.700439718141092,0.07142857142857142,1,0,1,0,0.875,17.0,22.875,0.625,0.625,0.875,7.0
0,29,-1,30,9,31,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,5.25,12.500000000000002,24.75,0.5,0.5,0.75,6.5
0,30,1,47,13,30,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,1.1249999999999998,17.999999999999996,26.625,0.375,0.375,0.625,6.0
0,31,-1,39,12,29,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,1.4999999999999998,17.5,27.5,0.75,0.75,0.5,5.5
0,32,1,31,12,28,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,1.875,15.000000000000002,28.375,1.125,0.625,0.875,5.0
0,33,-1,2,10,27,6.643856189774724,3.321928094887362,0.1,0,0,0,0,2.5000000000000004,19.500000000000004,29.5,0.75,0.75,0.5,5.5
0,34,1,1,10,26,6.643856189774724,3.321928094887362,0.1,0,0,0,0,2.625,22.0,30.625,0.375,0.375,0.625,6.0
0,35,-1,58,10,25,6.643856189774724,3.321928094887362,0.1,0,0,0,0,4.499999999999999,22.5,31.0,0.25,0.75,0.5,6.5
0,36,1,61,8,24,6.0,3.0,0.125,0,0,0,0,5.375,25.999999999999996,32.375,0.625,0.625,0.375,6.0
0,37,-1,59,11,23,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,4.499999999999999,27.5,34.0,0.25,0.75,0.5,5.5
0,38,1,53,6,22,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,5.375,27.0,35.375,0.625,0.625,0.375,5.0
0,39,-1,46,9,21,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,9.499999999999998,22.5,36.5,0.75,0.75,0.5,4.5
0,40,1,60,6,20,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,7.375,20.000000000000004,37.875,0.625,0.625,0.875,4.0
0,41,-1,62,8,19,6.0,3.0,0.125,0,0,0,0,6.499999999999999,21.5,39.5,0.25,0.75,1.0,3.5
0,42,1,42,5,18,4.643856189774724,2.321928094887362,0.2,0,0,0,0,4.125000000000001,28.999999999999996,40.125,0.375,1.375,1.125,3.0
0,43,-1,23,7,17,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,5.875000000000001,28.5,41.875,0.375,1.375,0.875,2.5
0,44,1,15,7,16,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,4.750000000000001,28.000000000000004,43.75,0.25,1.25,0.75,2.0
0,45,-1,54,7,15,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,5.125000000000001,30.500000000000004,44.625,0.625,0.625,0.625,2.5
0,46,1,50,6,14,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,3.375,30.999999999999996,44.875,0.625,0.625,0.875,3.0
0,47,-1,41,6,13,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,2.0000000000000004,28.5,46.5,0.75,0.75,0.5,2.5
0,48,1,32,8,12,6.0,3.0,0.125,0,0,0,0,5.375,30.0,48.375,0.625,0.625,0.375,2.0
0,49,-1,8,3,11,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,5.749999999999999,29.5,50.25,0.5,0.5,0.25,1.5
0,50,1,48,7,10,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,2.875,36.0,51.375,0.125,0.125,0.375,2.0
0,51,-1,56,4,9,4.0,2.0,0.25,0,0,0,0,2.75,33.5,52.75,0.5,0.0,0.25,1.5
0,52,1,57,6,8,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,2.5000000000000004,36.0,53.0,0.5,0.0,0.5,2.0
0,53,-1,49,3,7,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,3.6250000000000004,37.5,54.625,0.125,0.125,0.625,1.5
0,54,1,55,4,6,4.0,2.0,0.25,0,0,0,0,8.375,37.99999999999999,55.375,0.125,0.125,0.375,2.0
0,55,-1,9,2,5,2.0,1.0,0.5,0,0,0,0,8.75,43.5,57.25,0.0,0.0,0.25,1.5
0,56,1,63,3,4,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,13.5,39.0,58.5,0.0,0.0,0.5,1.0
0,57,-1,14,1,3,0.0,0.0,1.0,0,0,0,0,13.75,33.5,59.25,0.0,0.0,0.25,1.5
0,58,1,7,2,2,2.0,1.0,0.5,0,0,0,0,22.0,27.0,61.0,0.0,0.0,0.0,1.0
0,60,1,0,1,1,0.0,0.0,1.0,0,0,0,0,20.25,32.5,62.25,0.0,0.0,0.25,0.5
1,0,1,19,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1,1,-1,34,3,59,2.2346638063499955,1.584962500721156,0.6374122693007538,61549,39233,1,1,1.1249999999999998,2.5000000000000004,4.125,0.125,0.125,0.125,0.5
1,2,1,43,5,58,4.496253552987338,2.321928094887362,0.2215454406442734,39233,8692,1,1,0.0,5.000000000000001,4.5,0.5,0.0,0.0,1.0
1,3,-1,20,4,57,2.0405471857299635,2.0,0.9722861085556578,8692,8454,1,1,1.1249999999999998,3.5,5.125,0.125,0.125,0.125,1.5
1,4,1,29,5,56,2.609976286759761,2.321928094887362,0.819009339165386,8454,6927,1,1,1.0,5.000000000000001,6.0,0.0,0.5,0.5,1.0
1,5,-1,42,11,55,3.5937986443852172,3.4594316186372973,0.9110694724704526,6927,6320,1,1,0.12500000000000003,8.5,7.125,0.125,0.125,1.125,0.5
1,6,1,37,9,54,3.5423896769832375,3.169925001442312,0.7724617085109743,6324,4891,1,1,1.375,7.000000000000001,7.375,0.125,0.125,1.375,1.0
1,7,-1,21,9,53,6.075344209834163,3.169925001442312,0.13346938775510203,4891,653,1,1,0.7499999999999999,9.499999999999998,8.75,0.0,0.0,0.75,1.5
1,8,1,26,9,52,3.4870838521818026,3.169925001442312,0.8026490066225166,746,605,1,1,2.5000000000000004,7.000000000000001,9.5,0.0,0.0,1.5,1.0
1,9,-1,18,8,51,4.121306296222134,3.0,0.4596774193548387,612,284,1,1,3.1250000000000004,6.499999999999999,11.125,0.125,0.125,1.125,0.5
1,10,1,12,10,50,3.812253721470443,3.321928094887362,0.711864406779661,285,209,1,1,3.375,9.0,12.375,0.125,0.125,0.375,1.0
1,11,-1,13,10,49,3.549820694600899,3.321928094887362,0.8538812785388128,209,186,1,1,3.5,7.5,12.5,0.25,0.25,0.5,1.5
1,12,1,30,10,48,6.300123724569014,3.321928094887362,0.12690355329949238,187,24,1,1,2.625,11.999999999999998,12.625,0.375,0.375,0.625,2.0
1,13,-1,5,12,47,4.667424660913129,3.584962500721156,0.4722222222222222,24,16,1,1,1.0,14.500000000000002,13.0,0.25,0.25,1.0,2.5
1,14,1,33,10,46,6.022367813028454,3.321928094887362,0.15384615384615385,16,3,1,1,0.6250000000000001,15.000000000000002,13.125,0.375,0.375,1.125,3.0
1,15,-1,22,12,45,6.491853096329675,3.584962500721156,0.13333333333333333,3,1,1,1,1.7500000000000002,10.5,13.75,0.5,0.5,1.75,2.5
1,16,1,25,14,44,7.714245517666123,3.807354922057604,0.06666666666666667,1,0,1,0,4.125000000000001,9.0,14.125,0.375,0.375,2.125,3.0
1,17,-1,41,11,43,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,8.5,5.5,15.0,0.25,0.75,1.5,3.5
1,18,1,50,11,42,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,5.125000000000001,9.0,15.625,0.375,0.875,2.125,3.0
1,19,-1,31,15,41,7.813781191217037,3.9068905956085187,0.06666666666666667,0,0,0,0,3.5,10.5,16.5,0.25,0.75,3.0,2.5
1,20,1,10,12,40,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,1.1249999999999998,17.0,16.625,0.375,0.875,3.125,3.0
1,21,-1,11,11,39,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,2.75,15.5,17.75,0.5,1.0,2.25,3.5
1,22,1,3,10,38,6.643856189774724,3.321928094887362,0.1,0,0,0,0,1.875,16.0,18.875,0.625,0.625,1.875,4.0
1,23,-1,45,10,37,6.643856189774724,3.321928094887362,0.1,0,0,0,0,5.749999999999999,14.500000000000002,19.25,1.0,0.5,1.75,4.5
1,24,1,46,13,36,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,4.499999999999999,17.999999999999996,21.0,1.0,0.5,1.5,4.0
1,25,-1,47,10,35,6.643856189774724,3.321928094887362,0.1,0,0,0,0,5.375,16.500000000000004,22.375,0.875,0.375,0.875,4.5
1,26,1,53,14,34,7.614709844115208,3.807354922057604,0.07142857142857142,0,0,0,0,6.25,17.0,22.75,1.25,0.25,0.75,5.0
1,27,-1,60,12,33,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,6.875,14.500000000000002,24.375,1.375,0.375,0.375,4.5
1,28,1,38,13,32,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,8.000000000000002,17.999999999999996,25.0,2.0,0.5,0.5,4.0
1,29,-1,52,11,31,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,13.375,13.5,26.375,1.875,0.875,0.375,3.5
1,30,1,4,13,30,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,11.999999999999998,19.000000000000004,28.0,2.0,0.5,0.5,3.0
1,31,-1,2,12,29,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,11.875,19.500000000000004,28.875,1.375,0.875,0.375,3.5
1,32,1,39,12,28,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,9.499999999999998,20.000000000000004,29.5,1.0,1.0,0.5,4.0
1,33,-1,51,12,27,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,10.625000000000002,14.500000000000002,30.625,0.625,0.625,0.625,4.5
1,34,1,59,13,26,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,5.000000000000001,17.999999999999996,32.5,0.5,0.5,0.5,4.0
1,35,-1,61,14,25,7.614709844115208,3.807354922057604,0.07142857142857142,0,0,0,0,8.875,19.500000000000004,33.875,0.375,0.875,0.375,3.5
1,36,1,62,12,24,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,8.25,17.0,34.75,0.25,1.25,0.75,3.0
1,37,-1,16,13,23,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,6.374999999999999,21.5,34.875,0.375,1.375,0.875,3.5
1,38,1,24,11,22,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,7.5,21.0,36.0,0.5,1.0,1.5,3.0
1,39,-1,1,11,21,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,8.125,18.5,37.625,0.625,0.625,1.625,2.5
1,40,1,23,11,20,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,10.000000000000002,17.999999999999996,38.0,1.0,1.0,2.0,2.0
1,41,-1,15,11,19,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,8.375,20.500000000000004,39.375,0.875,0.875,1.375,2.5
1,42,1,44,9,18,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,11.0,21.0,40.0,1.5,0.5,1.0,3.0
1,43,-1,58,8,17,6.0,3.0,0.125,0,0,0,0,10.375000000000002,26.500000000000004,41.875,1.375,0.375,0.875,2.5
1,44,1,57,9,16,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,10.5,25.999999999999996,43.5,1.5,0.5,0.5,2.0
1,45,-1,14,7,15,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,6.374999999999999,30.500000000000004,44.375,0.875,0.875,0.375,2.5
1,46,1,32,8,14,6.0,3.0,0.125,0,0,0,0,5.625,28.999999999999996,44.625,0.875,0.875,0.625,3.0
1,47,-1,9,6,13,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,4.499999999999999,32.5,46.5,0.75,0.75,0.5,2.5
1,48,1,0,5,12,4.643856189774724,2.321928094887362,0.2,0,0,0,0,6.25,35.0,47.25,0.75,0.75,0.25,3.0
1,49,-1,8,6,11,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,3.5,31.5,47.5,0.75,0.75,0.5,3.5
1,50,1,6,3,10,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,4.625,32.00000000000001,48.625,0.375,0.375,0.625,4.0
1,51,-1,17,6,9,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,6.499999999999999,15.5,50.0,0.25,0.75,0.5,3.5
1,52,1,49,3,8,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,6.374999999999999,19.000000000000004,51.875,0.125,0.625,0.375,3.0
1,53,-1,40,3,7,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,10.625000000000002,18.5,53.125,0.125,0.625,0.625,2.5
1,54,1,54,3,6,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,8.5,17.999999999999996,55.0,0.0,0.5,0.5,2.0
1,55,-1,7,5,5,4.643856189774724,2.321928094887362,0.2,0,0,0,0,8.75,23.500000000000004,56.75,0.0,0.5,0.25,1.5
1,56,1,48,1,4,0.0,0.0,1.0,0,0,0,0,4.499999999999999,23.999999999999996,57.5,0.0,0.5,0.0,2.0
1,57,-1,56,3,3,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,11.125,33.5,59.125,0.125,0.125,0.125,1.5
1,59,-1,63,2,2,2.0,1.0,0.5,0,0,0,0,12.375,30.999999999999996,60.375,0.125,0.125,0.375,1.0
1,60,1,55,1,1,0.0,0.0,1.0,0,0,0,0,16.125,40.5,62.125,0.125,0.125,0.125,0.5
2,0,1,26,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2,1,-1,20,3,59,2.2346638063499955,1.584962500721156,0.6374122693007538,61549,39233,1,1,1.1249999999999998,2.5000000000000004,4.125,0.125,0.125,0.125,0.5
2,2,1,45,5,58,3.163512262897709,2.321928094887362,0.5580304806565064,39233,21895,1,1,0.0,5.000000000000001,4.5,0.5,0.0,0.0,1.0
2,3,-1,34,4,57,6.478998157071245,2.0,0.044842230238823694,21895,981,1,1,1.2500000000000002,3.5,4.75,0.5,0.0,0.25,1.5
2,4,1,18,7,56,3.1391733098632923,2.807354922057604,0.7945344129554656,981,784,1,1,0.37499999999999994,5.999999999999999,5.375,0.125,0.125,0.375,2.0
2,5,-1,25,5,55,4.473339798678348,2.321928094887362,0.22509225092250923,808,182,1,1,2.125,3.5,6.125,0.125,0.125,1.125,1.5
2,6,1,42,7,54,5.067590694538724,2.807354922057604,0.2087378640776699,199,42,1,1,2.25,5.999999999999999,6.25,0.25,0.25,1.25,2.0
2,7,-1,11,7,53,3.667177264009344,2.807354922057604,0.5510204081632653,42,26,1,1,2.5000000000000004,6.499999999999999,7.5,0.25,0.25,0.5,2.5
2,8,1,10,9,52,4.051280504943693,3.169925001442312,0.5428571428571428,26,18,1,1,0.875,9.0,7.875,0.125,0.125,0.875,3.0
2,9,-1,44,6,51,3.0824621601919726,2.584962500721156,0.7083333333333334,18,16,1,1,2.9999999999999996,7.5,8.0,0.25,0.25,1.0,3.5
2,10,1,29,12,50,8.39231742277876,3.584962500721156,0.03571428571428571,16,0,1,0,3.875,5.999999999999999,8.875,0.125,0.125,0.875,4.0
2,11,-1,43,10,49,6.643856189774724,3.321928094887362,0.1,0,0,0,0,4.0,5.5,10.0,0.25,0.25,1.0,3.5
2,12,1,33,13,48,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,4.375,7.000000000000001,11.375,0.125,0.125,1.375,3.0
2,13,-1,19,10,47,6.643856189774724,3.321928094887362,0.1,0,0,0,0,3.5,5.5,12.0,0.25,0.25,1.0,3.5
2,14,1,37,13,46,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,3.6250000000000004,5.000000000000001,13.625,0.375,0.375,0.625,3.0
2,15,-1,17,10,45,6.643856189774724,3.321928094887362,0.1,0,0,0,0,3.5,4.499999999999999,15.5,0.25,0.25,0.5,2.5
2,16,1,16,9,44,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,0.875,11.0,15.875,0.125,0.125,0.875,3.0
2,17,-1,3,16,43,8.0,4.0,0.0625,0,0,0,0,1.0,11.5,16.0,0.25,0.25,1.0,3.5
2,18,1,12,10,42,6.643856189774724,3.321928094887362,0.1,0,0,0,0,1.6249999999999998,11.999999999999998,16.125,0.375,0.375,1.125,4.0
2,19,-1,24,13,41,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,3.5,14.500000000000002,17.0,0.25,0.25,1.0,4.5
2,20,1,32,7,40,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,1.875,17.0,17.375,0.125,0.125,1.375,5.0
2,21,-1,40,13,39,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,1.4999999999999998,17.5,18.0,0.25,0.25,1.0,5.5
2,22,1,48,8,38,6.0,3.0,0.125,0,0,0,0,1.875,17.999999999999996,18.375,0.125,0.625,0.875,6.0
2,23,-1,51,13,37,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,2.5000000000000004,18.5,18.5,0.25,0.75,1.0,6.5
2,24,1,59,11,36,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,3.1250000000000004,20.000000000000004,19.625,0.375,0.875,1.125,6.0
2,25,-1,52,11,35,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,8.000000000000002,12.500000000000002,20.5,0.25,0.75,1.0,6.5
2,26,1,50,11,34,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,6.374999999999999,16.0,21.875,0.125,1.125,0.875,6.0
2,27,-1,5,11,33,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,6.499999999999999,14.500000000000002,22.5,0.25,1.25,0.5,6.5
2,28,1,8,10,32,6.643856189774724,3.321928094887362,0.1,0,0,0,0,7.125,15.000000000000002,23.125,0.375,0.875,0.625,7.0
2,29,-1,60,10,31,6.643856189774724,3.321928094887362,0.1,0,0,0,0,8.000000000000002,13.5,23.5,0.25,1.25,0.5,7.5
2,30,1,61,9,30,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,10.125,11.0,24.625,0.375,1.375,0.625,7.0
2,31,-1,58,10,29,6.643856189774724,3.321928094887362,0.1,0,0,0,0,9.0,15.5,25.5,0.25,1.25,0.5,7.5
2,32,1,53,8,28,6.0,3.0,0.125,0,0,0,0,8.625,15.000000000000002,26.625,0.375,1.375,0.625,7.0
2,33,-1,62,9,27,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,10.000000000000002,18.5,27.5,0.25,1.75,1.0,6.5
2,34,1,41,7,26,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,8.625,17.0,28.125,0.375,1.375,1.125,7.0
2,35,-1,30,6,25,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,9.249999999999998,15.5,29.25,0.5,1.0,0.75,7.5
2,36,1,38,9,24,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,5.375,17.0,30.875,0.625,0.625,0.875,7.0
2,37,-1,31,6,23,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,6.75,14.500000000000002,32.75,0.5,0.5,0.75,6.5
2,38,1,23,11,22,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,9.125,14.0,34.125,0.875,0.375,0.625,6.0
2,39,-1,21,5,21,4.643856189774724,2.321928094887362,0.2,0,0,0,0,7.5,11.5,35.5,0.75,0.25,1.0,5.5
2,40,1,2,12,20,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,6.75,19.000000000000004,37.25,0.75,0.25,0.75,5.0
2,41,-1,39,8,19,6.0,3.0,0.125,0,0,0,0,6.875,20.500000000000004,38.875,0.875,0.375,0.375,4.5
2,42,1,54,9,18,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,9.0,23.999999999999996,40.5,0.5,0.5,0.5,4.0
2,43,-1,15,7,17,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,10.25,22.5,40.75,0.5,0.5,0.75,4.5
2,44,1,46,8,16,6.0,3.0,0.125,0,0,0,0,10.125,25.999999999999996,41.625,0.875,0.875,0.625,4.0
2,45,-1,49,5,15,4.643856189774724,2.321928094887362,0.2,0,0,0,0,10.5,23.500000000000004,43.0,0.75,0.75,1.0,3.5
2,46,1,47,5,14,4.643856189774724,2.321928094887362,0.2,0,0,0,0,5.25,22.0,43.75,0.75,0.75,0.75,4.0
2,47,-1,22,4,13,4.0,2.0,0.25,0,0,0,0,5.125000000000001,17.5,45.625,0.625,0.625,0.625,3.5
2,48,1,7,5,12,4.643856189774724,2.321928094887362,0.2,0,0,0,0,3.2499999999999996,25.0,47.25,0.75,0.75,0.25,3.0
2,49,-1,63,4,11,4.0,2.0,0.25,0,0,0,0,3.5,17.5,47.5,0.75,0.75,0.5,3.5
2,50,1,55,5,10,4.643856189774724,2.321928094887362,0.2,0,0,0,0,5.25,20.000000000000004,48.25,0.75,0.75,0.25,4.0
2,51,-1,9,2,9,2.0,1.0,0.5,0,0,0,0,4.875000000000001,19.500000000000004,49.375,0.375,1.375,0.375,3.5
2,52,1,0,6,8,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,15.625,17.0,50.625,0.375,1.375,0.625,3.0
2,53,-1,1,2,7,2.0,1.0,0.5,0,0,0,0,7.875,16.500000000000004,51.875,0.375,1.375,0.875,2.5
2,54,1,4,4,6,4.0,2.0,0.25,0,0,0,0,6.75,16.0,53.25,0.75,0.75,1.25,2.0
2,55,-1,13,1,5,0.0,0.0,1.0,0,0,0,0,6.625000000000001,27.5,55.125,0.625,0.625,1.125,1.5
2,56,1,57,3,4,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,14.500000000000002,21.0,57.0,0.5,0.5,1.0,1.0
2,57,-1,56,1,3,0.0,0.0,1.0,0,0,0,0,10.625000000000002,23.500000000000004,58.625,0.125,0.125,0.625,1.5
2,58,1,6,2,2,2.0,1.0,0.5,0,0,0,0,6.374999999999999,25.0,60.375,0.125,0.125,0.375,1.0
2,59,-1,14,1,1,0.0,0.0,1.0,0,0,0,0,9.249999999999998,24.5,62.25,0.0,0.0,0.25,0.5
3,0,1,44,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0
3,1,-1,29,3,59,2.2346638063499955,1.584962500721156,0.6374122693007538,61549,39233,1,1,1.1249999999999998,2.5000000000000004,4.125,0.125,0.125,0.125,0.5
