game,t,delta,late_t,early__sheaf_black_lambda2,early__sheaf_white_lambda2,early__sheaf_black_entropy,early__sheaf_white_entropy,early__sheaf_black_kerdim,early__sheaf_white_kerdim,early__sheaf_black_lambdamax,early__sheaf_white_lambdamax,early__n_legal_moves,early__rho,early__empty_count,late__sheaf_black_lambda2,late__sheaf_white_lambda2,late__sheaf_black_entropy,late__sheaf_white_entropy,late__sheaf_black_kerdim,late__sheaf_white_kerdim,late__sheaf_black_lambdamax,late__sheaf_white_lambdamax,late__n_legal_moves,late__rho,late__empty_count
18,43,1,44,0.539501435402106,0.4156939542221171,3.9884240943579345,3.9072851057148297,128,128,10.585576350723292,9.964702267459183,11,0.734375,17,0.44450029850847245,0.49355303671090794,3.972873109297478,3.907619314494861,128,128,10.575930088955703,10.104825453071884,4,0.75,16
18,44,1,45,0.44450029850847245,0.49355303671090794,3.972873109297478,3.907619314494861,128,128,10.575930088955703,10.104825453071884,4,0.75,16,0.45516733930066605,0.3071988482105116,3.972274260031469,3.89474964511023,128,128,10.580803824324885,10.088894819067475,9,0.765625,15
18,45,1,46,0.45516733930066605,0.3071988482105116,3.972274260031469,3.89474964511023,128,128,10.580803824324885,10.088894819067475,9,0.765625,15,0.4551492489905664,0.307198854231691,3.9625770985364857,3.8998731059173775,128,128,10.570697115448263,10.3737477696494,4,0.78125,14
18,46,1,47,0.4551492489905664,0.307198854231691,3.9625770985364857,3.8998731059173775,128,128,10.570697115448263,10.3737477696494,4,0.78125,14,0.45514927203289024,0.25386017476456235,3.9675223742433383,3.8783664378310396,128,128,10.642362201597024,10.368339522804757,7,0.796875,13
18,47,1,48,0.45514927203289024,0.25386017476456235,3.9675223742433383,3.8783664378310396,128,128,10.642362201597024,10.368339522804757,7,0.796875,13,0.4550866037060641,0.2554936413832362,3.9481109985663556,3.8886726057146817,128,128,10.344729782062982,10.659410964192693,5,0.8125,12
18,48,1,49,0.4550866037060641,0.2554936413832362,3.9481109985663556,3.8886726057146817,128,128,10.344729782062982,10.659410964192693,5,0.8125,12,0.4552210540052187,0.254050510055273,3.958019627741936,3.882019376715564,128,128,10.68138320686775,10.081818497346317,8,0.828125,11
18,49,1,50,0.4552210540052187,0.254050510055273,3.958019627741936,3.882019376715564,128,128,10.68138320686775,10.081818497346317,8,0.828125,11,0.4093459021953523,0.26650437155733603,3.9391281171746577,3.8906374750659074,128,128,10.167591176335437,10.4089541037765,6,0.84375,10
18,50,1,51,0.4093459021953523,0.26650437155733603,3.9391281171746577,3.8906374750659074,128,128,10.167591176335437,10.4089541037765,6,0.84375,10,0.40935558617393925,0.2605656628752722,3.942199481932101,3.8865771459209593,128,128,10.264511034757222,10.394322666178699,7,0.859375,9
18,51,1,52,0.40935558617393925,0.2605656628752722,3.942199481932101,3.8865771459209593,128,128,10.264511034757222,10.394322666178699,7,0.859375,9,0.40923863477201144,0.2628667853958398,3.9273698214361823,3.8901171848845983,128,128,10.171534641669872,10.469878165457706,5,0.875,8
18,52,1,53,0.40923863477201144,0.2628667853958398,3.9273698214361823,3.8901171848845983,128,128,10.171534641669872,10.469878165457706,5,0.875,8,0.40924361444111046,0.26206599035089817,3.931434059147704,3.880587077876059,128,128,10.209689674552285,10.442324903896832,7,0.890625,7
