corpus,game,ply,obf_tasklist,edax_score_preproof,edax_alpha,edax_beta,count_wthor,disc_diff_player_minus_opp,a1_minus_energy,b1_minus_energy,b2_minus_energy,e_minus_energy,d4_a1_occupation_energy,d4_e_occupation_energy,archive_mean_lb,archive_mean_ub,archive_median_lb
liveothello_2025_all,1549,10,------------O------OOX-----XOX----XXOO----XO-O------------------ X;,0,-64,64,6397,-2,0.875,2.125,2.875,5.999999999999999,10.875,2.0,-27.150323412609282,32.1957929191177,2.0
liveothello_2025_all,1550,10,-------------------XX------XXO----XOXO----OOOO-----O------------ X;,-2,0,64,3206,-2,2.25,0.25,1.2500000000000002,10.000000000000002,11.25,2.0,-63.5861649182872,-5.296221486408842,-64.0
liveothello_2025_all,1556,10,--------------------XX---OOXXO----OXX-----XOO------O------------ X;,0,-64,0,1088,0,7.5,0.5000000000000001,1.0,4.0,10.0,2.0,-39.74650557161163,19.787450804557018,-64.0
liveothello_2025_all,1558,10,------------X------XX-----OOOO----XOOO-----OOO------------------ X;,0,-64,0,347,-6,4.875000000000001,0.6250000000000001,0.875,7.000000000000001,12.375,1.0,-31.881010235733097,27.09283151999682,-64.0
liveothello_2025_all,1560,10,------------X------XX-----OOOO----XOOO-----OOO------------------ X;,0,-64,0,347,-6,4.875000000000001,0.6250000000000001,0.875,7.000000000000001,12.375,1.0,-31.881010235733097,27.09283151999682,-64.0
liveothello_2025_all,1562,10,-----------------O-XXX---XOOO-----OOO-----OOO------------------- X;,2,-64,0,107,-6,4.750000000000001,0.7499999999999999,0.25,8.000000000000002,9.75,2.0,6.434776822096753,63.93547042372434,4.0
liveothello_2025_all,1564,10,------------X-------XOO---OXXO----XXXO------OO------------------ X;,-6,0,64,98,0,5.749999999999999,0.7499999999999999,2.25,5.000000000000001,9.75,3.0,-63.509583211783536,-5.6676954984081584,-64.0
liveothello_2025_all,1565,10,--------------------XX---OOXXO----OXX-----XOO------O------------ X;,0,-64,0,1088,0,7.5,0.5000000000000001,1.0,4.0,10.0,2.0,-39.74650557161163,19.787450804557018,-64.0
liveothello_2025_all,1566,10,----------X--------XX-----OXX-----XXOX-----OOO----O------------- X;,-12,0,64,1,2,1.375,0.12500000000000003,1.875,10.000000000000002,10.875,2.0,-63.55491190402849,-5.85253943514981,-64.0
liveothello_2025_all,1567,10,------------O------OOX-----XOX----XXOO----XO-O------------------ X;,0,-64,64,6397,-2,0.875,2.125,2.875,5.999999999999999,10.875,2.0,-27.150323412609282,32.1957929191177,2.0
liveothello_2025_all,1568,10,------------O------OOX-----XOX----XXOO----XO-O------------------ X;,0,-64,64,6397,-2,0.875,2.125,2.875,5.999999999999999,10.875,2.0,-27.150323412609282,32.1957929191177,2.0
liveothello_2025_all,1569,10,--------------------XX---OOXXO----OXX-----XOO------O------------ X;,0,-64,0,1088,0,7.5,0.5000000000000001,1.0,4.0,10.0,2.0,-39.74650557161163,19.787450804557018,-64.0
liveothello_2025_all,1571,10,------------------XXX----O-XX-----OOOOO---OOO------------------- X;,2,-64,0,424,-4,1.0,1.0,1.4999999999999998,10.000000000000002,10.0,2.0,4.896031552730616,63.95968822739601,4.0
liveothello_2025_all,1572,10,--------------------XX----OXXO----XXX----OOOO------O------------ X;,2,-64,0,572,0,4.750000000000001,0.25,0.7499999999999999,8.000000000000002,9.75,2.0,4.3905764395129365,63.85016811900497,4.0
liveothello_2025_all,1577,10,-------------------OXX----XXXO----OXOO------OO------O----------- X;,4,-64,0,24,-2,2.25,0.25,2.25,5.999999999999999,11.25,2.0,6.216706446976697,63.94709475413202,4.0
liveothello_2025_all,1578,10,----------X------OOOO-----XXXO----XXXX-----O-------------------- X;,0,0,64,2395,2,4.375,3.6250000000000004,1.375,4.0,10.875,2.0,-42.12878757517837,14.689514915323567,-64.0
liveothello_2025_all,1580,10,----------X------OOOO-----XXXO----XXXX-----O-------------------- X;,0,0,64,2395,2,4.375,3.6250000000000004,1.375,4.0,10.875,2.0,-42.12878757517837,14.689514915323567,-64.0
liveothello_2025_all,1583,10,--------------------XX---OOXXO----OXX-----XOO------O------------ X;,0,-64,0,1088,0,7.5,0.5000000000000001,1.0,4.0,10.0,2.0,-39.74650557161163,19.787450804557018,-64.0
liveothello_2025_all,1585,10,------------O------OOX-----XOX----XXOO----XO-O------------------ X;,0,-64,64,6397,-2,0.875,2.125,2.875,5.999999999999999,10.875,2.0,-27.150323412609282,32.1957929191177,2.0
liveothello_2025_all,1588,10,------------X------XX-----OOOOX---XXOOO----O-------------------- X;,-4,0,64,75,-2,1.2500000000000002,1.2500000000000002,2.25,8.000000000000002,11.25,2.0,-63.62616964189408,-4.3251551496987535,-64.0
liveothello_2025_all,1590,10,-------------------OOX----XOOX----XXOX-----OO-------O----------- X;,-4,0,64,64,-2,1.375,8.125,1.375,2.9999999999999996,12.375,1.0,-63.64172299030234,-4.627763150880145,-64.0
liveothello_2025_all,1592,10,-------------------XX------XXO----XOXO----OOOO-----O------------ X;,-2,0,64,3206,-2,2.25,0.25,1.2500000000000002,10.000000000000002,11.25,2.0,-63.5861649182872,-5.296221486408842,-64.0
liveothello_2025_all,1593,10,-------------------O-----OXXXX---OXXXO---OOO-------------------- X;,2,-64,0,221,0,4.875000000000001,2.625,0.875,5.000000000000001,9.375,3.0,6.069647553109155,63.9248298505708,4.0
liveothello_2025_all,1594,10,-------------------XX------XXO----XOXO----OOOO-----O------------ X;,-2,0,64,3206,-2,2.25,0.25,1.2500000000000002,10.000000000000002,11.25,2.0,-63.5861649182872,-5.296221486408842,-64.0
liveothello_2025_all,1602,10,------------------XXXO----XXXO-----XXO-----OOO------------------ X;,-4,0,64,194,2,4.375,0.12500000000000003,0.37499999999999994,9.0,12.375,1.0,-63.54557626832458,-5.19735107849487,-64.0
liveothello_2025_all,1603,10,-------------------XX------XXO----XOXO----OOOO-----O------------ X;,-2,0,64,3206,-2,2.25,0.25,1.2500000000000002,10.000000000000002,11.25,2.0,-63.5861649182872,-5.296221486408842,-64.0
liveothello_2025_all,1604,10,------------X------XX-----OOOO----XOOO-----OOO------------------ X;,0,-64,0,347,-6,4.875000000000001,0.6250000000000001,0.875,7.000000000000001,12.375,1.0,-31.881010235733097,27.09283151999682,-64.0
liveothello_2025_all,1607,10,----------X------OOOO-----XXXO----XXXX-----O-------------------- X;,0,0,64,2395,2,4.375,3.6250000000000004,1.375,4.0,10.875,2.0,-42.12878757517837,14.689514915323567,-64.0
