Parsing SERVER log (ACTIVE only)...
  Found 2699 SERVER activations
Parsing CLIENT log (ACTIVE only)...
  Found 2699 CLIENT activations

====================================================================================================
BILATERAL PHASE TIMING ANALYSIS (ACTIVE CYCLES ONLY)
====================================================================================================

Time (s)     Period (ms)  CLIENT @     Target @     Phase Err    Status
4167.57      2000         +1665        1000         +665         DRIFT
4169.57      2000         +1665        1000         +665         DRIFT
4171.57      2000         +1675        1000         +675         DRIFT
4173.57      2000         +1685        1000         +685         DRIFT
4175.57      2000         +1695        1000         +695         DRIFT
4177.57      2000         +1705        1000         +705         DRIFT
4179.58      2000         +1655        1000         +655         DRIFT
4181.58      2000         +1665        1000         +665         DRIFT
4183.58      2000         +1675        1000         +675         DRIFT
4185.58      2000         +1685        1000         +685         DRIFT
4187.58      2000         +1685        1000         +685         DRIFT
4189.58      2000         +1645        1000         +645         DRIFT
4191.58      2000         +1655        1000         +655         DRIFT
4193.58      2000         +1665        1000         +665         DRIFT
4195.58      2000         +1675        1000         +675         DRIFT
4197.58      2000         +1675        1000         +675         DRIFT
4199.58      2000         +1685        1000         +685         DRIFT
4201.58      2000         +1645        1000         +645         DRIFT
4203.59      2000         +1645        1000         +645         DRIFT
4205.59      2000         +1655        1000         +655         DRIFT
4207.59      2000         +1655        1000         +655         DRIFT
4209.59      2000         +1665        1000         +665         DRIFT
4211.59      2000         +1675        1000         +675         DRIFT
4213.59      2000         +1685        1000         +685         DRIFT
4215.59      2000         +1645        1000         +645         DRIFT
4217.59      2000         +1645        1000         +645         DRIFT
4219.59      2000         +1655        1000         +655         DRIFT
4221.59      2000         +1635        1000         +635         DRIFT
4223.59      2000         +1645        1000         +645         DRIFT
4225.59      2000         +1655        1000         +655         DRIFT
4227.59      2000         +1665        1000         +665         DRIFT
4229.59      2000         +1665        1000         +665         DRIFT
4231.59      2000         +1675        1000         +675         DRIFT
4233.59      2000         +1635        1000         +635         DRIFT
4235.59      2000         +1645        1000         +645         DRIFT
4237.59      2000         +1655        1000         +655         DRIFT
4239.59      2000         +1655        1000         +655         DRIFT
4241.59      2000         +1665        1000         +665         DRIFT
4243.59      2000         +1675        1000         +675         DRIFT
4245.59      2000         +1685        1000         +685         DRIFT
4247.59      2000         +1645        1000         +645         DRIFT
4249.59      2000         +1645        1000         +645         DRIFT
4251.59      2000         +1655        1000         +655         DRIFT
4253.59      2000         +1665        1000         +665         DRIFT
4255.59      2000         +1675        1000         +675         DRIFT
4257.59      2000         +1685        1000         +685         DRIFT
4259.59      2000         +1635        1000         +635         DRIFT
4261.59      2000         +1645        1000         +645         DRIFT
4263.60      2000         +1645        1000         +645         DRIFT
4265.60      2000         +1655        1000         +655         DRIFT
4267.60      2000         +1665        1000         +665         DRIFT
4269.60      2000         +1665        1000         +665         DRIFT
4271.60      2000         +1625        1000         +625         DRIFT
4273.60      2000         +1635        1000         +635         DRIFT
4275.60      2000         +1645        1000         +645         DRIFT
4277.60      2000         +1655        1000         +655         DRIFT
4279.60      2000         +1655        1000         +655         DRIFT
4281.60      2000         +1635        1000         +635         DRIFT
4283.60      2000         +1645        1000         +645         DRIFT
4285.60      2000         +1655        1000         +655         DRIFT
4287.60      2000         +1665        1000         +665         DRIFT
4289.60      2000         +1665        1000         +665         DRIFT
4291.60      2000         +1675        1000         +675         DRIFT
4293.60      2000         +1635        1000         +635         DRIFT
4295.60      2000         +1645        1000         +645         DRIFT
4297.60      2000         +1655        1000         +655         DRIFT
4299.61      2000         +1655        1000         +655         DRIFT
4301.61      2000         +1665        1000         +665         DRIFT
4303.61      2000         +1625        1000         +625         DRIFT
4305.61      2000         +1635        1000         +635         DRIFT
4307.61      2000         +1635        1000         +635         DRIFT
4309.61      2000         +1645        1000         +645         DRIFT
4311.61      2000         +1655        1000         +655         DRIFT
4313.61      2000         +1665        1000         +665         DRIFT
4315.61      2000         +1625        1000         +625         DRIFT
4317.61      2000         +1625        1000         +625         DRIFT
4319.61      2000         +1635        1000         +635         DRIFT
4321.61      2000         +1645        1000         +645         DRIFT
4323.62      2000         +1645        1000         +645         DRIFT
4325.62      2000         +1655        1000         +655         DRIFT
4327.62      2000         +1605        1000         +605         DRIFT
4329.62      2000         +1615        1000         +615         DRIFT
4331.62      2000         +1625        1000         +625         DRIFT
4333.62      2000         +1635        1000         +635         DRIFT
4335.62      2000         +1645        1000         +645         DRIFT
4337.62      2000         +1645        1000         +645         DRIFT
4339.62      2000         +1655        1000         +655         DRIFT
4341.62      2000         +1635        1000         +635         DRIFT
4343.62      2000         +1645        1000         +645         DRIFT
4345.62      2000         +1655        1000         +655         DRIFT
4347.62      2000         +1615        1000         +615         DRIFT
4349.62      2000         +1615        1000         +615         DRIFT
4351.62      2000         +1625        1000         +625         DRIFT
4353.62      2000         +1635        1000         +635         DRIFT
4355.62      2000         +1645        1000         +645         DRIFT
4357.62      2000         +1655        1000         +655         DRIFT
4359.63      2000         +1655        1000         +655         DRIFT
4361.63      2000         +1665        1000         +665         DRIFT
4363.63      2000         +1675        1000         +675         DRIFT
4365.63      2000         +1685        1000         +685         DRIFT
4367.63      2000         +1685        1000         +685         DRIFT
4369.63      2000         +1695        1000         +695         DRIFT
4371.63      2000         +1705        1000         +705         DRIFT
4373.63      2000         +1715        1000         +715         DRIFT
4375.63      2000         +1725        1000         +725         DRIFT
4377.63      2000         +1675        1000         +675         DRIFT
4379.63      2000         +1685        1000         +685         DRIFT
4381.63      2000         +1695        1000         +695         DRIFT
4383.64      2000         +1695        1000         +695         DRIFT
4385.64      2000         +1705        1000         +705         DRIFT
4387.64      2000         +1705        1000         +705         DRIFT
4389.64      2000         +1715        1000         +715         DRIFT
4391.64      2000         +1675        1000         +675         DRIFT
4393.64      2000         +1685        1000         +685         DRIFT
4395.64      2000         +1695        1000         +695         DRIFT
4397.64      2000         +1695        1000         +695         DRIFT
4399.64      2000         +1705        1000         +705         DRIFT
4401.64      2000         +1685        1000         +685         DRIFT
4403.64      2000         +1695        1000         +695         DRIFT
4405.64      2000         +1705        1000         +705         DRIFT
4407.64      2000         +1715        1000         +715         DRIFT
4409.64      2000         +1715        1000         +715         DRIFT
4411.64      2000         +1725        1000         +725         DRIFT
4413.64      2000         +1685        1000         +685         DRIFT
4415.64      2000         +1695        1000         +695         DRIFT
4417.64      2000         +1705        1000         +705         DRIFT
4419.65      2000         +1695        1000         +695         DRIFT
4421.65      2000         +1715        1000         +715         DRIFT
4423.65      2000         +1675        1000         +675         DRIFT
4425.65      2000         +1685        1000         +685         DRIFT
4427.65      2000         +1685        1000         +685         DRIFT
4429.65      2000         +1695        1000         +695         DRIFT
4431.65      2000         +1705        1000         +705         DRIFT
4433.65      2000         +1715        1000         +715         DRIFT
4435.65      2000         +1725        1000         +725         DRIFT
4437.65      2000         +1675        1000         +675         DRIFT
4439.65      2000         +1685        1000         +685         DRIFT
4441.65      2000         +1695        1000         +695         DRIFT
4443.66      2000         +1695        1000         +695         DRIFT
4445.66      2000         +1705        1000         +705         DRIFT
4447.66      2000         +1705        1000         +705         DRIFT
4449.66      2000         +1665        1000         +665         DRIFT
4451.66      2000         +1675        1000         +675         DRIFT
4453.66      2000         +1685        1000         +685         DRIFT
4455.66      2000         +1695        1000         +695         DRIFT
4457.66      2000         +1695        1000         +695         DRIFT
4459.66      2000         +1705        1000         +705         DRIFT
4461.66      2000         +1685        1000         +685         DRIFT
4463.66      2000         +1695        1000         +695         DRIFT
4465.66      2000         +1705        1000         +705         DRIFT
4467.66      2000         +1715        1000         +715         DRIFT
4469.66      2000         +1715        1000         +715         DRIFT
4471.66      2000         +1675        1000         +675         DRIFT
4473.66      2000         +1685        1000         +685         DRIFT
4475.66      2000         +1695        1000         +695         DRIFT
4477.66      2000         +1705        1000         +705         DRIFT
4479.66      2000         +1705        1000         +705         DRIFT
4481.66      2000         +1715        1000         +715         DRIFT
4483.66      2000         +1675        1000         +675         DRIFT
4485.66      2000         +1685        1000         +685         DRIFT
4487.66      2000         +1695        1000         +695         DRIFT
4489.66      2000         +1695        1000         +695         DRIFT
4491.66      2000         +1705        1000         +705         DRIFT
4493.66      2000         +1715        1000         +715         DRIFT
4495.66      2000         +1725        1000         +725         DRIFT
4497.66      2000         +1685        1000         +685         DRIFT
4499.66      2000         +1685        1000         +685         DRIFT
4501.66      2000         +1695        1000         +695         DRIFT
4503.67      2000         +1695        1000         +695         DRIFT
4505.67      2000         +1705        1000         +705         DRIFT
4507.67      2000         +1715        1000         +715         DRIFT
4509.67      2000         +1665        1000         +665         DRIFT
4511.67      2000         +1675        1000         +675         DRIFT
4513.67      2000         +1685        1000         +685         DRIFT
4515.67      2000         +1695        1000         +695         DRIFT
4517.67      2000         +1705        1000         +705         DRIFT
4519.67      2000         +1705        1000         +705         DRIFT
4521.67      2000         +1685        1000         +685         DRIFT
4523.67      2000         +1695        1000         +695         DRIFT
4525.67      2000         +1705        1000         +705         DRIFT
4527.67      2000         +1715        1000         +715         DRIFT
4529.67      2000         +1715        1000         +715         DRIFT
4531.67      2000         +1675        1000         +675         DRIFT
4533.67      2000         +1685        1000         +685         DRIFT
4535.67      2000         +1695        1000         +695         DRIFT
4537.67      2000         +1705        1000         +705         DRIFT
4539.68      2000         +1645        1000         +645         DRIFT
4541.68      2000         +1665        1000         +665         DRIFT
4543.68      2000         +1675        1000         +675         DRIFT
4545.68      2000         +1685        1000         +685         DRIFT
4547.68      2000         +1685        1000         +685         DRIFT
4549.68      2000         +1695        1000         +695         DRIFT
4551.68      2000         +1655        1000         +655         DRIFT
4553.68      2000         +1665        1000         +665         DRIFT
4555.68      2000         +1675        1000         +675         DRIFT
4557.68      2000         +1675        1000         +675         DRIFT
4559.68      2000         +1685        1000         +685         DRIFT
4561.68      2000         +1695        1000         +695         DRIFT
4563.69      2000         +1645        1000         +645         DRIFT
4565.69      2000         +1655        1000         +655         DRIFT
4567.69      2000         +1655        1000         +655         DRIFT
4569.69      2000         +1665        1000         +665         DRIFT
4571.69      2000         +1675        1000         +675         DRIFT
4573.69      2000         +1685        1000         +685         DRIFT
4575.69      2000         +1695        1000         +695         DRIFT
4577.69      2000         +1645        1000         +645         DRIFT
4579.69      2000         +1655        1000         +655         DRIFT
4581.69      2000         +1675        1000         +675         DRIFT
4583.69      2000         +1695        1000         +695         DRIFT
4585.69      2000         +1645        1000         +645         DRIFT
4587.69      2000         +1655        1000         +655         DRIFT
4589.69      2000         +1665        1000         +665         DRIFT
4591.69      2000         +1675        1000         +675         DRIFT
4593.69      2000         +1685        1000         +685         DRIFT
4595.69      2000         +1685        1000         +685         DRIFT
4597.69      2000         +1695        1000         +695         DRIFT
4599.69      2000         +1655        1000         +655         DRIFT
4601.70      2000         +1655        1000         +655         DRIFT
4603.70      2000         +1665        1000         +665         DRIFT
4605.70      2000         +1675        1000         +675         DRIFT
4607.70      2000         +1685        1000         +685         DRIFT
4609.70      2000         +1695        1000         +695         DRIFT
4611.70      2000         +1655        1000         +655         DRIFT
4613.70      2000         +1655        1000         +655         DRIFT
4615.70      2000         +1665        1000         +665         DRIFT
4617.70      2000         +1675        1000         +675         DRIFT
4619.70      2000         +1685        1000         +685         DRIFT
4621.70      2000         +1695        1000         +695         DRIFT
4623.71      2000         +1635        1000         +635         DRIFT
4625.71      2000         +1645        1000         +645         DRIFT
4627.71      2000         +1655        1000         +655         DRIFT
4629.71      2000         +1665        1000         +665         DRIFT
4631.71      2000         +1675        1000         +675         DRIFT
4633.71      2000         +1675        1000         +675         DRIFT
4635.71      2000         +1685        1000         +685         DRIFT
4637.71      2000         +1645        1000         +645         DRIFT
4639.71      2000         +1655        1000         +655         DRIFT
4641.71      2000         +1675        1000         +675         DRIFT
4643.71      2000         +1695        1000         +695         DRIFT
4645.71      2000         +1645        1000         +645         DRIFT
4647.71      2000         +1655        1000         +655         DRIFT
4649.71      2000         +1665        1000         +665         DRIFT
4651.71      2000         +1675        1000         +675         DRIFT
4653.71      2000         +1685        1000         +685         DRIFT
4655.71      2000         +1685        1000         +685         DRIFT
4657.71      2000         +1695        1000         +695         DRIFT
4659.71      2000         +1705        1000         +705         DRIFT
4661.72      2000         +1705        1000         +705         DRIFT
4663.72      2000         +1715        1000         +715         DRIFT
4665.72      2000         +1725        1000         +725         DRIFT
4667.72      2000         +1735        1000         +735         DRIFT
4669.72      2000         +1745        1000         +745         DRIFT
4671.72      2000         +1705        1000         +705         DRIFT
4673.72      2000         +1705        1000         +705         DRIFT
4675.72      2000         +1715        1000         +715         DRIFT
4677.72      2000         +1725        1000         +725         DRIFT
4679.72      2000         +1735        1000         +735         DRIFT
4681.72      2000         +1745        1000         +745         DRIFT
4683.73      2000         +1735        1000         +735         DRIFT
4685.73      2000         +1695        1000         +695         DRIFT
4687.73      2000         +1705        1000         +705         DRIFT
4689.73      2000         +1715        1000         +715         DRIFT
4691.73      2000         +1725        1000         +725         DRIFT
4693.73      2000         +1725        1000         +725         DRIFT
4695.73      2000         +1735        1000         +735         DRIFT
4697.73      2000         +1745        1000         +745         DRIFT
4699.73      2000         +1705        1000         +705         DRIFT
4701.73      2000         +1725        1000         +725         DRIFT
4703.73      2000         +1745        1000         +745         DRIFT
4705.73      2000         +1745        1000         +745         DRIFT
4707.73      2000         +1705        1000         +705         DRIFT
4709.73      2000         +1715        1000         +715         DRIFT
4711.73      2000         +1725        1000         +725         DRIFT
4713.73      2000         +1685        1000         +685         DRIFT
4715.73      2000         +1685        1000         +685         DRIFT
4717.73      2000         +1695        1000         +695         DRIFT
4719.73      2000         +1705        1000         +705         DRIFT
4721.74      2000         +1705        1000         +705         DRIFT
4723.74      2000         +1715        1000         +715         DRIFT
4725.74      2000         +1675        1000         +675         DRIFT
4727.74      2000         +1685        1000         +685         DRIFT
4729.74      2000         +1695        1000         +695         DRIFT
4731.74      2000         +1705        1000         +705         DRIFT
4733.74      2000         +1705        1000         +705         DRIFT
4735.74      2000         +1715        1000         +715         DRIFT
4737.74      2000         +1675        1000         +675         DRIFT
4739.74      2000         +1685        1000         +685         DRIFT
4741.74      2000         +1695        1000         +695         DRIFT
4743.75      2000         +1685        1000         +685         DRIFT
4745.75      2000         +1695        1000         +695         DRIFT
4747.75      2000         +1705        1000         +705         DRIFT
4749.75      2000         +1665        1000         +665         DRIFT
4751.75      2000         +1675        1000         +675         DRIFT
4753.75      2000         +1675        1000         +675         DRIFT
4755.75      2000         +1685        1000         +685         DRIFT
4757.75      2000         +1695        1000         +695         DRIFT
4759.75      2000         +1705        1000         +705         DRIFT
4761.75      2000         +1725        1000         +725         DRIFT
4763.75      2000         +1695        1000         +695         DRIFT
4765.75      2000         +1695        1000         +695         DRIFT
4767.75      2000         +1705        1000         +705         DRIFT
4769.75      2000         +1665        1000         +665         DRIFT
4771.75      2000         +1675        1000         +675         DRIFT
4773.75      2000         +1685        1000         +685         DRIFT
4775.75      2000         +1685        1000         +685         DRIFT
4777.75      2000         +1695        1000         +695         DRIFT
4779.75      2000         +1705        1000         +705         DRIFT
4781.75      2000         +1715        1000         +715         DRIFT
4783.76      2000         +1715        1000         +715         DRIFT
4785.76      2000         +1675        1000         +675         DRIFT
4787.76      2000         +1685        1000         +685         DRIFT
4789.76      2000         +1695        1000         +695         DRIFT
4791.76      2000         +1705        1000         +705         DRIFT
4793.76      2000         +1705        1000         +705         DRIFT
4795.76      2000         +1715        1000         +715         DRIFT
4797.76      2000         +1675        1000         +675         DRIFT
4799.76      2000         +1685        1000         +685         DRIFT
4801.76      2000         +1695        1000         +695         DRIFT
4803.77      2000         +1685        1000         +685         DRIFT
4805.77      2000         +1695        1000         +695         DRIFT
4807.77      2000         +1705        1000         +705         DRIFT
4809.77      2000         +1665        1000         +665         DRIFT
4811.77      2000         +1675        1000         +675         DRIFT
4813.77      2000         +1675        1000         +675         DRIFT
4815.77      2000         +1685        1000         +685         DRIFT
4817.77      2000         +1695        1000         +695         DRIFT
4819.77      2000         +1705        1000         +705         DRIFT
4821.77      2000         +1725        1000         +725         DRIFT
4823.77      2000         +1695        1000         +695         DRIFT
4825.77      2000         +1695        1000         +695         DRIFT
4827.77      2000         +1705        1000         +705         DRIFT
4829.77      2000         +1665        1000         +665         DRIFT
4831.77      2000         +1675        1000         +675         DRIFT
4833.77      2000         +1685        1000         +685         DRIFT
4835.77      2000         +1685        1000         +685         DRIFT
4837.77      2000         +1695        1000         +695         DRIFT
4839.77      2000         +1705        1000         +705         DRIFT
4841.77      2000         +1715        1000         +715         DRIFT
4843.77      2000         +1675        1000         +675         DRIFT
4845.77      2000         +1675        1000         +675         DRIFT
4847.77      2000         +1685        1000         +685         DRIFT
4849.77      2000         +1695        1000         +695         DRIFT
4851.77      2000         +1705        1000         +705         DRIFT
4853.77      2000         +1715        1000         +715         DRIFT
4855.77      2000         +1665        1000         +665         DRIFT
4857.77      2000         +1675        1000         +675         DRIFT
4859.77      2000         +1685        1000         +685         DRIFT
4861.77      2000         +1695        1000         +695         DRIFT
4863.78      2000         +1695        1000         +695         DRIFT
4865.78      2000         +1695        1000         +695         DRIFT
4867.78      2000         +1655        1000         +655         DRIFT
4869.78      2000         +1665        1000         +665         DRIFT
4871.78      2000         +1675        1000         +675         DRIFT
4873.78      2000         +1685        1000         +685         DRIFT
4875.78      2000         +1685        1000         +685         DRIFT
4877.78      2000         +1695        1000         +695         DRIFT
4879.78      2000         +1705        1000         +705         DRIFT
4881.78      2000         +1665        1000         +665         DRIFT
4883.78      2000         +1685        1000         +685         DRIFT
4885.78      2000         +1695        1000         +695         DRIFT
4887.78      2000         +1705        1000         +705         DRIFT
4889.78      2000         +1665        1000         +665         DRIFT
4891.78      2000         +1665        1000         +665         DRIFT
4893.78      2000         +1675        1000         +675         DRIFT
4895.78      2000         +1685        1000         +685         DRIFT
4897.78      2000         +1695        1000         +695         DRIFT
4899.78      2000         +1705        1000         +705         DRIFT
4901.78      2000         +1705        1000         +705         DRIFT
4903.79      2000         +1705        1000         +705         DRIFT
4905.79      2000         +1725        1000         +725         DRIFT
4907.79      2000         +1735        1000         +735         DRIFT
4909.79      2000         +1735        1000         +735         DRIFT
4911.79      2000         +1695        1000         +695         DRIFT
4913.79      2000         +1705        1000         +705         DRIFT
4915.79      2000         +1715        1000         +715         DRIFT
4917.79      2000         +1725        1000         +725         DRIFT
4919.79      2000         +1725        1000         +725         DRIFT
4921.79      2000         +1735        1000         +735         DRIFT
4923.80      2000         +1685        1000         +685         DRIFT
4925.80      2000         +1695        1000         +695         DRIFT
4927.80      2000         +1705        1000         +705         DRIFT
4929.80      2000         +1705        1000         +705         DRIFT
4931.80      2000         +1715        1000         +715         DRIFT
4933.80      2000         +1725        1000         +725         DRIFT
4935.80      2000         +1735        1000         +735         DRIFT
4937.80      2000         +1695        1000         +695         DRIFT
4939.80      2000         +1695        1000         +695         DRIFT
4941.80      2000         +1705        1000         +705         DRIFT
4943.80      2000         +1735        1000         +735         DRIFT
4945.80      2000         +1695        1000         +695         DRIFT
4947.80      2000         +1705        1000         +705         DRIFT
4949.80      2000         +1715        1000         +715         DRIFT
4951.80      2000         +1715        1000         +715         DRIFT
4953.80      2000         +1725        1000         +725         DRIFT
4955.80      2000         +1685        1000         +685         DRIFT
4957.80      2000         +1695        1000         +695         DRIFT
4959.80      2000         +1705        1000         +705         DRIFT
4961.80      2000         +1655        1000         +655         DRIFT
4963.81      2000         +1655        1000         +655         DRIFT
4965.81      2000         +1675        1000         +675         DRIFT
4967.81      2000         +1685        1000         +685         DRIFT
4969.81      2000         +1685        1000         +685         DRIFT
4971.81      2000         +1645        1000         +645         DRIFT
4973.81      2000         +1655        1000         +655         DRIFT
4975.81      2000         +1665        1000         +665         DRIFT
4977.81      2000         +1675        1000         +675         DRIFT
4979.81      2000         +1675        1000         +675         DRIFT
4981.81      2000         +1685        1000         +685         DRIFT
4983.82      2000         +1635        1000         +635         DRIFT
4985.82      2000         +1645        1000         +645         DRIFT
4987.82      2000         +1655        1000         +655         DRIFT
4989.82      2000         +1655        1000         +655         DRIFT
4991.82      2000         +1665        1000         +665         DRIFT
4993.82      2000         +1675        1000         +675         DRIFT
4995.82      2000         +1635        1000         +635         DRIFT
4997.82      2000         +1645        1000         +645         DRIFT
4999.82      2000         +1645        1000         +645         DRIFT
5001.82      2000         +1655        1000         +655         DRIFT
5003.82      2000         +1675        1000         +675         DRIFT
5005.82      2000         +1645        1000         +645         DRIFT
5007.82      2000         +1645        1000         +645         DRIFT
5009.82      2000         +1655        1000         +655         DRIFT
5011.82      2000         +1665        1000         +665         DRIFT
5013.82      2000         +1625        1000         +625         DRIFT
5015.82      2000         +1635        1000         +635         DRIFT
5017.82      2000         +1635        1000         +635         DRIFT
5019.82      2000         +1645        1000         +645         DRIFT
5021.82      2000         +1655        1000         +655         DRIFT
5023.82      2000         +1665        1000         +665         DRIFT
5025.82      2000         +1625        1000         +625         DRIFT
5027.82      2000         +1625        1000         +625         DRIFT
5029.82      2000         +1635        1000         +635         DRIFT
5031.82      2000         +1645        1000         +645         DRIFT
5033.82      2000         +1655        1000         +655         DRIFT
5035.82      2000         +1665        1000         +665         DRIFT
5037.82      2000         +1615        1000         +615         DRIFT
5039.82      2000         +1625        1000         +625         DRIFT
5041.82      2000         +1635        1000         +635         DRIFT
5043.83      2000         +1635        1000         +635         DRIFT
5045.83      2000         +1645        1000         +645         DRIFT
5047.83      2000         +1645        1000         +645         DRIFT
5049.83      2000         +1605        1000         +605         DRIFT
5051.83      2000         +1615        1000         +615         DRIFT
5053.83      2000         +1625        1000         +625         DRIFT
5055.83      2000         +1635        1000         +635         DRIFT
5057.83      2000         +1635        1000         +635         DRIFT
5059.83      2000         +1645        1000         +645         DRIFT
5061.83      2000         +1605        1000         +605         DRIFT
5063.83      2000         +1615        1000         +615         DRIFT
5065.83      2000         +1635        1000         +635         DRIFT
5067.83      2000         +1645        1000         +645         DRIFT
5069.83      2000         +1605        1000         +605         DRIFT
5071.83      2000         +1615        1000         +615         DRIFT
5073.83      2000         +1615        1000         +615         DRIFT
5075.83      2000         +1625        1000         +625         DRIFT
5077.83      2000         +1635        1000         +635         DRIFT
5079.83      2000         +1645        1000         +645         DRIFT
5081.83      2000         +1655        1000         +655         DRIFT
5083.83      2000         +1655        1000         +655         DRIFT
5085.84      2000         +1665        1000         +665         DRIFT
5087.84      2000         +1675        1000         +675         DRIFT
5089.84      2000         +1685        1000         +685         DRIFT
5091.84      2000         +1685        1000         +685         DRIFT
5093.84      2000         +1645        1000         +645         DRIFT
5095.84      2000         +1655        1000         +655         DRIFT
5097.84      2000         +1665        1000         +665         DRIFT
5099.84      2000         +1675        1000         +675         DRIFT
5101.84      2000         +1675        1000         +675         DRIFT
5103.85      2000         +1675        1000         +675         DRIFT
5105.85      2000         +1635        1000         +635         DRIFT
5107.85      2000         +1645        1000         +645         DRIFT
5109.85      2000         +1655        1000         +655         DRIFT
5111.85      2000         +1655        1000         +655         DRIFT
5113.85      2000         +1665        1000         +665         DRIFT
5115.85      2000         +1675        1000         +675         DRIFT
5117.85      2000         +1635        1000         +635         DRIFT
5119.85      2000         +1645        1000         +645         DRIFT
5121.85      2000         +1645        1000         +645         DRIFT
5123.85      2000         +1655        1000         +655         DRIFT
5125.85      2000         +1635        1000         +635         DRIFT
5127.85      2000         +1645        1000         +645         DRIFT
5129.85      2000         +1655        1000         +655         DRIFT
5131.85      2000         +1665        1000         +665         DRIFT
5133.85      2000         +1665        1000         +665         DRIFT
5135.85      2000         +1625        1000         +625         DRIFT
5137.85      2000         +1635        1000         +635         DRIFT
5139.85      2000         +1645        1000         +645         DRIFT
5141.85      2000         +1655        1000         +655         DRIFT
5143.85      2000         +1655        1000         +655         DRIFT
5145.86      2000         +1665        1000         +665         DRIFT
5147.86      2000         +1625        1000         +625         DRIFT
5149.86      2000         +1635        1000         +635         DRIFT
5151.86      2000         +1635        1000         +635         DRIFT
5153.86      2000         +1645        1000         +645         DRIFT
5155.86      2000         +1655        1000         +655         DRIFT
5157.86      2000         +1615        1000         +615         DRIFT
5159.86      2000         +1625        1000         +625         DRIFT
5161.86      2000         +1625        1000         +625         DRIFT
5163.87      2000         +1625        1000         +625         DRIFT
5165.87      2000         +1635        1000         +635         DRIFT
5167.87      2000         +1645        1000         +645         DRIFT
5169.87      2000         +1605        1000         +605         DRIFT
5171.87      2000         +1605        1000         +605         DRIFT
5173.87      2000         +1615        1000         +615         DRIFT
5175.87      2000         +1625        1000         +625         DRIFT
5177.87      2000         +1635        1000         +635         DRIFT
5179.87      2000         +1645        1000         +645         DRIFT
5181.87      2000         +1595        1000         +595         DRIFT
5183.87      2000         +1605        1000         +605         DRIFT
5185.87      2000         +1625        1000         +625         DRIFT
5187.87      2000         +1645        1000         +645         DRIFT
5189.87      2000         +1595        1000         +595         DRIFT
5191.87      2000         +1605        1000         +605         DRIFT
5193.87      2000         +1615        1000         +615         DRIFT
5195.87      2000         +1625        1000         +625         DRIFT
5197.87      2000         +1635        1000         +635         DRIFT
5199.87      2000         +1635        1000         +635         DRIFT
5201.87      2000         +1645        1000         +645         DRIFT
5203.87      2000         +1655        1000         +655         DRIFT
5205.88      2000         +1655        1000         +655         DRIFT
5207.88      2000         +1665        1000         +665         DRIFT
5209.88      2000         +1675        1000         +675         DRIFT
5211.88      2000         +1685        1000         +685         DRIFT
5213.88      2000         +1695        1000         +695         DRIFT
5215.88      2000         +1705        1000         +705         DRIFT
5217.88      2000         +1705        1000         +705         DRIFT
5219.88      2000         +1715        1000         +715         DRIFT
5221.88      2000         +1725        1000         +725         DRIFT
5223.89      2000         +1725        1000         +725         DRIFT
5225.89      2000         +1735        1000         +735         DRIFT
5227.89      2000         +1685        1000         +685         DRIFT
5229.89      2000         +1695        1000         +695         DRIFT
5231.89      2000         +1705        1000         +705         DRIFT
5233.89      2000         +1715        1000         +715         DRIFT
5235.89      2000         +1725        1000         +725         DRIFT
5237.89      2000         +1725        1000         +725         DRIFT
5239.89      2000         +1735        1000         +735         DRIFT
5241.89      2000         +1695        1000         +695         DRIFT
5243.89      2000         +1705        1000         +705         DRIFT
5245.89      2000         +1725        1000         +725         DRIFT
5247.89      2000         +1745        1000         +745         DRIFT
5249.89      2000         +1695        1000         +695         DRIFT
5251.89      2000         +1705        1000         +705         DRIFT
5253.89      2000         +1715        1000         +715         DRIFT
5255.89      2000         +1725        1000         +725         DRIFT
5257.89      2000         +1685        1000         +685         DRIFT
5259.89      2000         +1635        1000         +635         DRIFT
5261.89      2000         +1645        1000         +645         DRIFT
5263.89      2000         +1655        1000         +655         DRIFT
5265.90      2000         +1655        1000         +655         DRIFT
5267.90      2000         +1615        1000         +615         DRIFT
5269.90      2000         +1625        1000         +625         DRIFT
5271.90      2000         +1635        1000         +635         DRIFT
5273.90      2000         +1645        1000         +645         DRIFT
5275.90      2000         +1655        1000         +655         DRIFT
5277.90      2000         +1655        1000         +655         DRIFT
5279.90      2000         +1615        1000         +615         DRIFT
5281.90      2000         +1625        1000         +625         DRIFT
5283.91      2000         +1625        1000         +625         DRIFT
5285.91      2000         +1635        1000         +635         DRIFT
5287.91      2000         +1635        1000         +635         DRIFT
5289.91      2000         +1645        1000         +645         DRIFT
5291.91      2000         +1605        1000         +605         DRIFT
5293.91      2000         +1615        1000         +615         DRIFT
5295.91      2000         +1625        1000         +625         DRIFT
5297.91      2000         +1625        1000         +625         DRIFT
5299.91      2000         +1635        1000         +635         DRIFT
5301.91      2000         +1645        1000         +645         DRIFT
5303.91      2000         +1605        1000         +605         DRIFT
5305.91      2000         +1615        1000         +615         DRIFT
5307.91      2000         +1635        1000         +635         DRIFT
5309.91      2000         +1645        1000         +645         DRIFT
5311.91      2000         +1605        1000         +605         DRIFT
5313.91      2000         +1615        1000         +615         DRIFT
5315.91      2000         +1615        1000         +615         DRIFT
5317.91      2000         +1625        1000         +625         DRIFT
