Parsing SERVER log...
  Found 3350 SERVER activations
Parsing CLIENT log...
  Found 3340 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
3890.29      2000         1025         1000         +25          WARNING
3890.31      2000         1005         1000         +5           GOOD
3892.30      2000         -985         1000         -1985        OVERLAP
3892.30      2000         1045         1000         +45          WARNING
3892.31      2000         1035         1000         +35          WARNING
3894.31      2000         -965         1000         -1965        OVERLAP
3894.31      2000         1015         1000         +15          WARNING
3894.32      2000         1015         1000         +15          WARNING
3896.31      2000         -975         1000         -1975        OVERLAP
3896.31      2000         1045         1000         +45          WARNING
3896.33      2000         1035         1000         +35          WARNING
3898.32      2000         -955         1000         -1955        OVERLAP
3898.32      2000         1015         1000         +15          WARNING
3900.33      2000         -985         1000         -1985        OVERLAP
3900.33      2000         985          1000         -15          WARNING
3902.33      2000         -1005        1000         -2005        OVERLAP
3902.33      2000         1005         1000         +5           GOOD
3904.33      2000         -995         1000         -1995        OVERLAP
3904.33      2000         1015         1000         +15          WARNING
3906.33      2000         -985         1000         -1985        OVERLAP
3906.33      2000         975          1000         -25          WARNING
3908.34      2000         -1035        1000         -2035        OVERLAP
3908.34      2000         975          1000         -25          WARNING
3910.34      2000         -1025        1000         -2025        OVERLAP
3910.34      2000         985          1000         -15          WARNING
3912.34      2000         -1015        1000         -2015        OVERLAP
3912.34      2000         985          1000         -15          WARNING
3914.34      2000         -1015        1000         -2015        OVERLAP
3914.34      2000         995          1000         -5           GOOD
3916.34      2000         -1005        1000         -2005        OVERLAP
3916.34      2000         1005         1000         +5           GOOD
3918.34      2000         -995         1000         -1995        OVERLAP
3918.34      2000         965          1000         -35          WARNING
3920.34      2000         -1035        1000         -2035        OVERLAP
3920.34      2000         985          1000         -15          WARNING
3922.34      2000         -1015        1000         -2015        OVERLAP
3922.34      2000         1005         1000         +5           GOOD
3924.34      2000         -995         1000         -1995        OVERLAP
3924.34      2000         1005         1000         +5           GOOD
3926.34      2000         -995         1000         -1995        OVERLAP
3926.34      2000         965          1000         -35          WARNING
3928.34      2000         -1035        1000         -2035        OVERLAP
3928.34      2000         975          1000         -25          WARNING
3930.34      2000         -1025        1000         -2025        OVERLAP
3930.34      2000         985          1000         -15          WARNING
3932.34      2000         -1015        1000         -2015        OVERLAP
3932.34      2000         995          1000         -5           GOOD
3934.34      2000         -1005        1000         -2005        OVERLAP
3934.34      2000         995          1000         -5           GOOD
3936.34      2000         -1005        1000         -2005        OVERLAP
3936.34      2000         955          1000         -45          WARNING
3938.34      2000         -1045        1000         -2045        OVERLAP
3938.34      2000         965          1000         -35          WARNING
3940.34      2000         -1035        1000         -2035        OVERLAP
3940.34      2000         975          1000         -25          WARNING
3942.34      2000         -1025        1000         -2025        OVERLAP
3942.34      2000         985          1000         -15          WARNING
3944.34      2000         -1015        1000         -2015        OVERLAP
3944.34      2000         985          1000         -15          WARNING
3946.34      2000         -1015        1000         -2015        OVERLAP
3946.34      2000         995          1000         -5           GOOD
3948.34      2000         -1005        1000         -2005        OVERLAP
3948.34      2000         955          1000         -45          WARNING
3948.36      2000         935          1000         -65          OVERLAP
3950.35      2000         -1055        1000         -2055        OVERLAP
3950.35      2000         955          1000         -45          WARNING
3950.37      2000         935          1000         -65          OVERLAP
3952.36      2000         -1055        1000         -2055        OVERLAP
3952.36      2000         975          1000         -25          WARNING
3952.37      2000         965          1000         -35          WARNING
3954.37      2000         -1035        1000         -2035        OVERLAP
3954.37      2000         995          1000         -5           GOOD
3954.38      2000         995          1000         -5           GOOD
3956.37      2000         -995         1000         -1995        OVERLAP
3956.37      2000         1025         1000         +25          WARNING
3956.39      2000         1015         1000         +15          WARNING
3958.38      2000         -975         1000         -1975        OVERLAP
3958.38      2000         995          1000         -5           GOOD
3960.39      2000         -1005        1000         -2005        OVERLAP
3960.39      2000         965          1000         -35          WARNING
3962.39      2000         -1025        1000         -2025        OVERLAP
3962.39      2000         985          1000         -15          WARNING
3964.39      2000         -1015        1000         -2015        OVERLAP
3964.39      2000         995          1000         -5           GOOD
3966.39      2000         -1005        1000         -2005        OVERLAP
3966.39      2000         955          1000         -45          WARNING
3968.40      2000         -1055        1000         -2055        OVERLAP
3968.40      2000         955          1000         -45          WARNING
3970.40      2000         -1045        1000         -2045        OVERLAP
3970.40      2000         965          1000         -35          WARNING
3972.40      2000         -1035        1000         -2035        OVERLAP
3972.40      2000         965          1000         -35          WARNING
3974.40      2000         -1035        1000         -2035        OVERLAP
3974.40      2000         975          1000         -25          WARNING
3976.40      2000         -1025        1000         -2025        OVERLAP
3976.40      2000         985          1000         -15          WARNING
3978.40      2000         -1015        1000         -2015        OVERLAP
3978.40      2000         945          1000         -55          OVERLAP
3980.40      2000         -1055        1000         -2055        OVERLAP
3980.40      2000         965          1000         -35          WARNING
3982.40      2000         -1035        1000         -2035        OVERLAP
3982.40      2000         985          1000         -15          WARNING
3984.40      2000         -1015        1000         -2015        OVERLAP
3984.40      2000         935          1000         -65          OVERLAP
3986.40      2000         -1065        1000         -2065        OVERLAP
3986.40      2000         945          1000         -55          OVERLAP
3988.40      2000         -1055        1000         -2055        OVERLAP
3988.40      2000         955          1000         -45          WARNING
3990.40      2000         -1045        1000         -2045        OVERLAP
3990.40      2000         965          1000         -35          WARNING
3992.40      2000         -1035        1000         -2035        OVERLAP
3992.40      2000         975          1000         -25          WARNING
3994.40      2000         -1025        1000         -2025        OVERLAP
3994.40      2000         975          1000         -25          WARNING
3996.40      2000         -1025        1000         -2025        OVERLAP
3996.40      2000         935          1000         -65          OVERLAP
3998.40      2000         -1065        1000         -2065        OVERLAP
3998.40      2000         945          1000         -55          OVERLAP
4000.40      2000         -1055        1000         -2055        OVERLAP
4000.40      2000         955          1000         -45          WARNING
4002.40      2000         -1045        1000         -2045        OVERLAP
4002.40      2000         965          1000         -35          WARNING
4004.40      2000         -1035        1000         -2035        OVERLAP
4004.40      2000         965          1000         -35          WARNING
4006.40      2000         -1035        1000         -2035        OVERLAP
4006.40      2000         975          1000         -25          WARNING
4008.40      2000         -1025        1000         -2025        OVERLAP
4008.40      2000         935          1000         -65          OVERLAP
4010.41      2000         -1075        1000         -2075        OVERLAP
4010.41      2000         935          1000         -65          OVERLAP
4010.42      2000         925          1000         -75          OVERLAP
4012.42      2000         -1075        1000         -2075        OVERLAP
4012.42      2000         935          1000         -65          OVERLAP
4012.43      2000         935          1000         -65          OVERLAP
4014.42      2000         -1055        1000         -2055        OVERLAP
4014.42      2000         1025         1000         +25          WARNING
4014.44      2000         1005         1000         +5           GOOD
4016.43      2000         -985         1000         -1985        OVERLAP
4016.43      2000         1045         1000         +45          WARNING
4016.45      2000         1035         1000         +35          WARNING
4018.44      2000         -955         1000         -1955        OVERLAP
4018.44      2000         1065         1000         +65          DRIFT
4018.46      2000         1055         1000         +55          DRIFT
4020.45      2000         -935         1000         -1935        OVERLAP
4020.45      2000         1085         1000         +85          DRIFT
4022.45      2000         -905         1000         -1905        OVERLAP
4022.45      2000         1115         1000         +115         DRIFT
4024.45      2000         -885         1000         -1885        OVERLAP
4024.45      2000         1125         1000         +125         DRIFT
4026.45      2000         -875         1000         -1875        OVERLAP
4026.45      2000         1135         1000         +135         DRIFT
4028.46      2000         -875         1000         -1875        OVERLAP
4028.46      2000         1085         1000         +85          DRIFT
4030.46      2000         -915         1000         -1915        OVERLAP
4030.46      2000         1095         1000         +95          DRIFT
4032.46      2000         -905         1000         -1905        OVERLAP
4032.46      2000         1095         1000         +95          DRIFT
4034.46      2000         -905         1000         -1905        OVERLAP
4034.46      2000         1105         1000         +105         DRIFT
4036.46      2000         -895         1000         -1895        OVERLAP
4036.46      2000         1115         1000         +115         DRIFT
4038.46      2000         -885         1000         -1885        OVERLAP
4038.46      2000         1125         1000         +125         DRIFT
4040.46      2000         -875         1000         -1875        OVERLAP
4040.46      2000         1145         1000         +145         DRIFT
4042.46      2000         -855         1000         -1855        OVERLAP
4042.46      2000         1115         1000         +115         DRIFT
4044.46      2000         -885         1000         -1885        OVERLAP
4044.46      2000         1115         1000         +115         DRIFT
4046.46      2000         -885         1000         -1885        OVERLAP
4046.46      2000         1125         1000         +125         DRIFT
4048.46      2000         -875         1000         -1875        OVERLAP
4048.46      2000         1135         1000         +135         DRIFT
4050.46      2000         -865         1000         -1865        OVERLAP
4050.46      2000         1095         1000         +95          DRIFT
4052.46      2000         -905         1000         -1905        OVERLAP
4052.46      2000         1105         1000         +105         DRIFT
4054.46      2000         -895         1000         -1895        OVERLAP
4054.46      2000         1105         1000         +105         DRIFT
4056.46      2000         -895         1000         -1895        OVERLAP
4056.46      2000         1115         1000         +115         DRIFT
4058.46      2000         -885         1000         -1885        OVERLAP
4058.46      2000         1125         1000         +125         DRIFT
4060.46      2000         -875         1000         -1875        OVERLAP
4060.46      2000         1135         1000         +135         DRIFT
4062.46      2000         -865         1000         -1865        OVERLAP
4062.46      2000         1145         1000         +145         DRIFT
4064.46      2000         -855         1000         -1855        OVERLAP
4064.46      2000         1095         1000         +95          DRIFT
4066.46      2000         -905         1000         -1905        OVERLAP
4066.46      2000         1105         1000         +105         DRIFT
4068.46      2000         -895         1000         -1895        OVERLAP
4068.46      2000         1115         1000         +115         DRIFT
4070.46      2000         -885         1000         -1885        OVERLAP
4070.46      2000         1125         1000         +125         DRIFT
4070.48      2000         1105         1000         +105         DRIFT
4072.47      2000         -885         1000         -1885        OVERLAP
4072.47      2000         1125         1000         +125         DRIFT
4072.49      2000         1115         1000         +115         DRIFT
4074.48      2000         -875         1000         -1875        OVERLAP
4074.48      2000         1155         1000         +155         DRIFT
4074.49      2000         1145         1000         +145         DRIFT
4076.49      2000         -855         1000         -1855        OVERLAP
4076.49      2000         1175         1000         +175         DRIFT
4076.50      2000         1175         1000         +175         DRIFT
4078.49      2000         -815         1000         -1815        OVERLAP
4078.49      2000         1155         1000         +155         DRIFT
4078.51      2000         1145         1000         +145         DRIFT
4080.50      2000         -845         1000         -1845        OVERLAP
4080.50      2000         1175         1000         +175         DRIFT
4082.51      2000         -825         1000         -1825        OVERLAP
4082.51      2000         1145         1000         +145         DRIFT
4084.51      2000         -855         1000         -1855        OVERLAP
4084.51      2000         1155         1000         +155         DRIFT
4086.51      2000         -845         1000         -1845        OVERLAP
4086.51      2000         1115         1000         +115         DRIFT
4088.52      2000         -895         1000         -1895        OVERLAP
4088.52      2000         1115         1000         +115         DRIFT
4090.52      2000         -885         1000         -1885        OVERLAP
4090.52      2000         1125         1000         +125         DRIFT
4092.52      2000         -875         1000         -1875        OVERLAP
4092.52      2000         1125         1000         +125         DRIFT
4094.52      2000         -875         1000         -1875        OVERLAP
4094.52      2000         1135         1000         +135         DRIFT
4096.52      2000         -865         1000         -1865        OVERLAP
4096.52      2000         1145         1000         +145         DRIFT
4098.52      2000         -855         1000         -1855        OVERLAP
4098.52      2000         1155         1000         +155         DRIFT
4100.52      2000         -845         1000         -1845        OVERLAP
4100.52      2000         1125         1000         +125         DRIFT
4102.52      2000         -875         1000         -1875        OVERLAP
4102.52      2000         1145         1000         +145         DRIFT
4104.52      2000         -855         1000         -1855        OVERLAP
4104.52      2000         1145         1000         +145         DRIFT
4106.52      2000         -855         1000         -1855        OVERLAP
4106.52      2000         1155         1000         +155         DRIFT
4108.52      2000         -845         1000         -1845        OVERLAP
4108.52      2000         1115         1000         +115         DRIFT
4110.52      2000         -885         1000         -1885        OVERLAP
4110.52      2000         1125         1000         +125         DRIFT
4112.52      2000         -875         1000         -1875        OVERLAP
4112.52      2000         1135         1000         +135         DRIFT
4114.52      2000         -865         1000         -1865        OVERLAP
4114.52      2000         1135         1000         +135         DRIFT
4116.52      2000         -865         1000         -1865        OVERLAP
4116.52      2000         1145         1000         +145         DRIFT
4118.52      2000         -855         1000         -1855        OVERLAP
4118.52      2000         1155         1000         +155         DRIFT
4120.52      2000         -845         1000         -1845        OVERLAP
4120.52      2000         1165         1000         +165         DRIFT
4122.52      2000         -835         1000         -1835        OVERLAP
4122.52      2000         1125         1000         +125         DRIFT
4124.52      2000         -875         1000         -1875        OVERLAP
4124.52      2000         1125         1000         +125         DRIFT
4126.52      2000         -875         1000         -1875        OVERLAP
4126.52      2000         1135         1000         +135         DRIFT
4128.52      2000         -865         1000         -1865        OVERLAP
4128.52      2000         1145         1000         +145         DRIFT
4130.52      2000         -855         1000         -1855        OVERLAP
4130.52      2000         1155         1000         +155         DRIFT
4130.54      2000         1135         1000         +135         DRIFT
4132.53      2000         -855         1000         -1855        OVERLAP
4132.53      2000         1155         1000         +155         DRIFT
4132.55      2000         1145         1000         +145         DRIFT
4134.54      2000         -845         1000         -1845        OVERLAP
4134.54      2000         1135         1000         +135         DRIFT
4134.55      2000         1125         1000         +125         DRIFT
4136.55      2000         -875         1000         -1875        OVERLAP
4136.55      2000         1105         1000         +105         DRIFT
4136.56      2000         1105         1000         +105         DRIFT
4138.55      2000         -885         1000         -1885        OVERLAP
4138.55      2000         1085         1000         +85          DRIFT
4138.57      2000         1075         1000         +75          DRIFT
4140.56      2000         -915         1000         -1915        OVERLAP
4140.56      2000         1055         1000         +55          DRIFT
4142.57      2000         -945         1000         -1945        OVERLAP
4142.57      2000         1025         1000         +25          WARNING
4144.57      2000         -975         1000         -1975        OVERLAP
4144.57      2000         985          1000         -15          WARNING
4146.57      2000         -1015        1000         -2015        OVERLAP
4146.57      2000         995          1000         -5           GOOD
4148.58      2000         -1015        1000         -2015        OVERLAP
4148.58      2000         995          1000         -5           GOOD
4150.58      2000         -1005        1000         -2005        OVERLAP
4150.58      2000         1005         1000         +5           GOOD
4152.58      2000         -995         1000         -1995        OVERLAP
4152.58      2000         1005         1000         +5           GOOD
4154.58      2000         -995         1000         -1995        OVERLAP
4154.58      2000         965          1000         -35          WARNING
4156.58      2000         -1035        1000         -2035        OVERLAP
4156.58      2000         975          1000         -25          WARNING
4158.58      2000         -1025        1000         -2025        OVERLAP
4158.58      2000         985          1000         -15          WARNING
4160.58      2000         -1015        1000         -2015        OVERLAP
4160.58      2000         995          1000         -5           GOOD
4162.58      2000         -1005        1000         -2005        OVERLAP
4162.58      2000         965          1000         -35          WARNING
4164.58      2000         -1035        1000         -2035        OVERLAP
4164.58      2000         975          1000         -25          WARNING
4166.58      2000         -1025        1000         -2025        OVERLAP
4166.58      2000         985          1000         -15          WARNING
4168.58      2000         -1015        1000         -2015        OVERLAP
4168.58      2000         995          1000         -5           GOOD
4170.58      2000         -1005        1000         -2005        OVERLAP
4170.58      2000         995          1000         -5           GOOD
4172.58      2000         -1005        1000         -2005        OVERLAP
4172.58      2000         1005         1000         +5           GOOD
4174.58      2000         -995         1000         -1995        OVERLAP
4174.58      2000         965          1000         -35          WARNING
4176.58      2000         -1035        1000         -2035        OVERLAP
4176.58      2000         975          1000         -25          WARNING
4178.58      2000         -1025        1000         -2025        OVERLAP
4178.58      2000         985          1000         -15          WARNING
4180.58      2000         -1015        1000         -2015        OVERLAP
4180.58      2000         985          1000         -15          WARNING
4182.58      2000         -1015        1000         -2015        OVERLAP
4182.58      2000         995          1000         -5           GOOD
4184.58      2000         -1005        1000         -2005        OVERLAP
4184.58      2000         1005         1000         +5           GOOD
4186.58      2000         -995         1000         -1995        OVERLAP
4186.58      2000         965          1000         -35          WARNING
4188.58      2000         -1035        1000         -2035        OVERLAP
4188.58      2000         975          1000         -25          WARNING
4190.58      2000         -1025        1000         -2025        OVERLAP
4190.58      2000         975          1000         -25          WARNING
4190.60      2000         955          1000         -45          WARNING
4192.59      2000         -1035        1000         -2035        OVERLAP
4192.59      2000         975          1000         -25          WARNING
4192.61      2000         955          1000         -45          WARNING
4194.60      2000         -1035        1000         -2035        OVERLAP
4194.60      2000         995          1000         -5           GOOD
4194.61      2000         995          1000         -5           GOOD
4196.61      2000         -1005        1000         -2005        OVERLAP
4196.61      2000         1015         1000         +15          WARNING
4196.62      2000         1015         1000         +15          WARNING
4198.61      2000         -975         1000         -1975        OVERLAP
4198.61      2000         1045         1000         +45          WARNING
4198.63      2000         1035         1000         +35          WARNING
4200.62      2000         -955         1000         -1955        OVERLAP
4200.62      2000         1075         1000         +75          DRIFT
4202.63      2000         -935         1000         -1935        OVERLAP
4202.63      2000         1045         1000         +45          WARNING
4204.63      2000         -945         1000         -1945        OVERLAP
4204.63      2000         1065         1000         +65          DRIFT
4206.63      2000         -935         1000         -1935        OVERLAP
4206.63      2000         1075         1000         +75          DRIFT
4208.64      2000         -935         1000         -1935        OVERLAP
4208.64      2000         1015         1000         +15          WARNING
4210.64      2000         -985         1000         -1985        OVERLAP
4210.64      2000         1025         1000         +25          WARNING
4212.64      2000         -975         1000         -1975        OVERLAP
4212.64      2000         1035         1000         +35          WARNING
4214.64      2000         -965         1000         -1965        OVERLAP
4214.64      2000         1045         1000         +45          WARNING
4216.64      2000         -955         1000         -1955        OVERLAP
4216.64      2000         1055         1000         +55          DRIFT
4218.64      2000         -945         1000         -1945        OVERLAP
4218.64      2000         1055         1000         +55          DRIFT
4220.64      2000         -945         1000         -1945        OVERLAP
4220.64      2000         1015         1000         +15          WARNING
4222.64      2000         -985         1000         -1985        OVERLAP
4222.64      2000         1045         1000         +45          WARNING
4224.64      2000         -955         1000         -1955        OVERLAP
4224.64      2000         1055         1000         +55          DRIFT
4226.64      2000         -945         1000         -1945        OVERLAP
4226.64      2000         1015         1000         +15          WARNING
4228.64      2000         -985         1000         -1985        OVERLAP
4228.64      2000         1025         1000         +25          WARNING
4230.64      2000         -975         1000         -1975        OVERLAP
4230.64      2000         1025         1000         +25          WARNING
4232.64      2000         -975         1000         -1975        OVERLAP
4232.64      2000         1035         1000         +35          WARNING
4234.64      2000         -965         1000         -1965        OVERLAP
4234.64      2000         1045         1000         +45          WARNING
4236.64      2000         -955         1000         -1955        OVERLAP
4236.64      2000         1055         1000         +55          DRIFT
4238.64      2000         -945         1000         -1945        OVERLAP
4238.64      2000         1065         1000         +65          DRIFT
4240.64      2000         -935         1000         -1935        OVERLAP
4240.64      2000         1015         1000         +15          WARNING
4242.64      2000         -985         1000         -1985        OVERLAP
4242.64      2000         1025         1000         +25          WARNING
4244.64      2000         -975         1000         -1975        OVERLAP
4244.64      2000         1035         1000         +35          WARNING
4246.64      2000         -965         1000         -1965        OVERLAP
4246.64      2000         1045         1000         +45          WARNING
4248.64      2000         -955         1000         -1955        OVERLAP
4248.64      2000         1055         1000         +55          DRIFT
4250.64      2000         -945         1000         -1945        OVERLAP
4250.64      2000         1055         1000         +55          DRIFT
4250.66      2000         1035         1000         +35          WARNING
4252.65      2000         -955         1000         -1955        OVERLAP
4252.65      2000         1005         1000         +5           GOOD
4252.67      2000         985          1000         -15          WARNING
4254.66      2000         -1005        1000         -2005        OVERLAP
4254.66      2000         1025         1000         +25          WARNING
4254.67      2000         1025         1000         +25          WARNING
4256.67      2000         -975         1000         -1975        OVERLAP
4256.67      2000         1045         1000         +45          WARNING
4256.68      2000         1045         1000         +45          WARNING
4258.67      2000         -945         1000         -1945        OVERLAP
4258.67      2000         1075         1000         +75          DRIFT
4258.69      2000         1065         1000         +65          DRIFT
4260.68      2000         -925         1000         -1925        OVERLAP
4260.68      2000         1105         1000         +105         DRIFT
4262.69      2000         -905         1000         -1905        OVERLAP
4262.69      2000         1075         1000         +75          DRIFT
4264.69      2000         -915         1000         -1915        OVERLAP
4264.69      2000         1045         1000         +45          WARNING
4266.69      2000         -955         1000         -1955        OVERLAP
4266.69      2000         1055         1000         +55          DRIFT
4268.70      2000         -955         1000         -1955        OVERLAP
4268.70      2000         1045         1000         +45          WARNING
4270.70      2000         -955         1000         -1955        OVERLAP
4270.70      2000         1055         1000         +55          DRIFT
4272.70      2000         -945         1000         -1945        OVERLAP
4272.70      2000         1065         1000         +65          DRIFT
4274.70      2000         -935         1000         -1935        OVERLAP
4274.70      2000         1075         1000         +75          DRIFT
4276.70      2000         -925         1000         -1925        OVERLAP
4276.70      2000         1035         1000         +35          WARNING
4278.70      2000         -965         1000         -1965        OVERLAP
4278.70      2000         1035         1000         +35          WARNING
4280.70      2000         -965         1000         -1965        OVERLAP
4280.70      2000         1045         1000         +45          WARNING
4282.70      2000         -955         1000         -1955        OVERLAP
4282.70      2000         1025         1000         +25          WARNING
4284.70      2000         -975         1000         -1975        OVERLAP
4284.70      2000         1035         1000         +35          WARNING
4286.70      2000         -965         1000         -1965        OVERLAP
4286.70      2000         1045         1000         +45          WARNING
4288.70      2000         -955         1000         -1955        OVERLAP
4288.70      2000         1055         1000         +55          DRIFT
4290.70      2000         -945         1000         -1945        OVERLAP
4290.70      2000         1055         1000         +55          DRIFT
4292.70      2000         -945         1000         -1945        OVERLAP
4292.70      2000         1065         1000         +65          DRIFT
4294.70      2000         -935         1000         -1935        OVERLAP
4294.70      2000         1025         1000         +25          WARNING
4296.70      2000         -975         1000         -1975        OVERLAP
4296.70      2000         1035         1000         +35          WARNING
4298.70      2000         -965         1000         -1965        OVERLAP
4298.70      2000         1045         1000         +45          WARNING
4300.70      2000         -955         1000         -1955        OVERLAP
4300.70      2000         1045         1000         +45          WARNING
4302.70      2000         -955         1000         -1955        OVERLAP
4302.70      2000         1055         1000         +55          DRIFT
4304.70      2000         -945         1000         -1945        OVERLAP
4304.70      2000         1065         1000         +65          DRIFT
4306.70      2000         -935         1000         -1935        OVERLAP
4306.70      2000         1075         1000         +75          DRIFT
4308.70      2000         -925         1000         -1925        OVERLAP
4308.70      2000         1035         1000         +35          WARNING
4310.70      2000         -965         1000         -1965        OVERLAP
4310.70      2000         1035         1000         +35          WARNING
4310.72      2000         1015         1000         +15          WARNING
4312.71      2000         -975         1000         -1975        OVERLAP
4312.71      2000         1035         1000         +35          WARNING
4312.73      2000         1015         1000         +15          WARNING
4314.72      2000         -975         1000         -1975        OVERLAP
4314.72      2000         1055         1000         +55          DRIFT
4314.73      2000         1055         1000         +55          DRIFT
4316.73      2000         -945         1000         -1945        OVERLAP
4316.73      2000         1075         1000         +75          DRIFT
4316.74      2000         1075         1000         +75          DRIFT
4318.73      2000         -915         1000         -1915        OVERLAP
4318.73      2000         1105         1000         +105         DRIFT
4318.75      2000         1095         1000         +95          DRIFT
4320.74      2000         -895         1000         -1895        OVERLAP
4320.74      2000         1085         1000         +85          DRIFT
4322.75      2000         -925         1000         -1925        OVERLAP
4322.75      2000         1105         1000         +105         DRIFT
4324.75      2000         -885         1000         -1885        OVERLAP
4324.75      2000         1075         1000         +75          DRIFT
4326.75      2000         -925         1000         -1925        OVERLAP
4326.75      2000         1085         1000         +85          DRIFT
4328.76      2000         -925         1000         -1925        OVERLAP
4328.76      2000         1075         1000         +75          DRIFT
4330.76      2000         -925         1000         -1925        OVERLAP
4330.76      2000         1085         1000         +85          DRIFT
4332.76      2000         -915         1000         -1915        OVERLAP
4332.76      2000         1095         1000         +95          DRIFT
4334.76      2000         -905         1000         -1905        OVERLAP
4334.76      2000         1055         1000         +55          DRIFT
4336.76      2000         -945         1000         -1945        OVERLAP
4336.76      2000         1065         1000         +65          DRIFT
4338.76      2000         -935         1000         -1935        OVERLAP
4338.76      2000         1065         1000         +65          DRIFT
4340.76      2000         -935         1000         -1935        OVERLAP
4340.76      2000         1075         1000         +75          DRIFT
4342.76      2000         -925         1000         -1925        OVERLAP
4342.76      2000         1055         1000         +55          DRIFT
4344.76      2000         -945         1000         -1945        OVERLAP
4344.76      2000         1065         1000         +65          DRIFT
4346.76      2000         -935         1000         -1935        OVERLAP
4346.76      2000         1075         1000         +75          DRIFT
4348.76      2000         -925         1000         -1925        OVERLAP
4348.76      2000         1085         1000         +85          DRIFT
4350.76      2000         -915         1000         -1915        OVERLAP
4350.76      2000         1085         1000         +85          DRIFT
4352.76      2000         -915         1000         -1915        OVERLAP
4352.76      2000         1095         1000         +95          DRIFT
4354.76      2000         -905         1000         -1905        OVERLAP
4354.76      2000         1055         1000         +55          DRIFT
4356.76      2000         -945         1000         -1945        OVERLAP
4356.76      2000         1065         1000         +65          DRIFT
4358.76      2000         -935         1000         -1935        OVERLAP
4358.76      2000         1075         1000         +75          DRIFT
4360.76      2000         -925         1000         -1925        OVERLAP
4360.76      2000         1075         1000         +75          DRIFT
4362.76      2000         -925         1000         -1925        OVERLAP
4362.76      2000         1085         1000         +85          DRIFT
4364.76      2000         -915         1000         -1915        OVERLAP
4364.76      2000         1095         1000         +95          DRIFT
4366.76      2000         -905         1000         -1905        OVERLAP
4366.76      2000         1105         1000         +105         DRIFT
4368.76      2000         -895         1000         -1895        OVERLAP
4368.76      2000         1065         1000         +65          DRIFT
4370.76      2000         -935         1000         -1935        OVERLAP
4370.76      2000         1065         1000         +65          DRIFT
4370.78      2000         1045         1000         +45          WARNING
4372.77      2000         -945         1000         -1945        OVERLAP
4372.77      2000         1065         1000         +65          DRIFT
4372.79      2000         1045         1000         +45          WARNING
4374.78      2000         -945         1000         -1945        OVERLAP
4374.78      2000         1085         1000         +85          DRIFT
4374.79      2000         1085         1000         +85          DRIFT
4376.79      2000         -915         1000         -1915        OVERLAP
4376.79      2000         1055         1000         +55          DRIFT
4376.80      2000         1055         1000         +55          DRIFT
4378.79      2000         -935         1000         -1935        OVERLAP
4378.79      2000         1035         1000         +35          WARNING
4378.81      2000         1025         1000         +25          WARNING
4380.80      2000         -965         1000         -1965        OVERLAP
4380.80      2000         1015         1000         +15          WARNING
4382.81      2000         -995         1000         -1995        OVERLAP
4382.81      2000         985          1000         -15          WARNING
4384.81      2000         -1005        1000         -2005        OVERLAP
4384.81      2000         955          1000         -45          WARNING
4386.81      2000         -1045        1000         -2045        OVERLAP
4386.81      2000         915          1000         -85          OVERLAP
4388.82      2000         -1095        1000         -2095        OVERLAP
4388.82      2000         905          1000         -95          OVERLAP
4390.82      2000         -1095        1000         -2095        OVERLAP
4390.82      2000         915          1000         -85          OVERLAP
4392.82      2000         -1085        1000         -2085        OVERLAP
4392.82      2000         925          1000         -75          OVERLAP
4394.82      2000         -1075        1000         -2075        OVERLAP
4394.82      2000         935          1000         -65          OVERLAP
4396.82      2000         -1065        1000         -2065        OVERLAP
4396.82      2000         895          1000         -105         OVERLAP
4398.82      2000         -1105        1000         -2105        OVERLAP
4398.82      2000         895          1000         -105         OVERLAP
4400.82      2000         -1105        1000         -2105        OVERLAP
4400.82      2000         905          1000         -95          OVERLAP
4402.82      2000         -1095        1000         -2095        OVERLAP
4402.82      2000         925          1000         -75          OVERLAP
4404.82      2000         -1075        1000         -2075        OVERLAP
4404.82      2000         895          1000         -105         OVERLAP
4406.82      2000         -1105        1000         -2105        OVERLAP
4406.82      2000         895          1000         -105         OVERLAP
4408.82      2000         -1105        1000         -2105        OVERLAP
4408.82      2000         905          1000         -95          OVERLAP
4410.82      2000         -1095        1000         -2095        OVERLAP
4410.82      2000         915          1000         -85          OVERLAP
4412.82      2000         -1085        1000         -2085        OVERLAP
4412.82      2000         875          1000         -125         OVERLAP
4414.82      2000         -1125        1000         -2125        OVERLAP
4414.82      2000         885          1000         -115         OVERLAP
4416.82      2000         -1115        1000         -2115        OVERLAP
4416.82      2000         885          1000         -115         OVERLAP
4418.82      2000         -1115        1000         -2115        OVERLAP
4418.82      2000         895          1000         -105         OVERLAP
4420.82      2000         -1105        1000         -2105        OVERLAP
4420.82      2000         905          1000         -95          OVERLAP
4422.82      2000         -1095        1000         -2095        OVERLAP
4422.82      2000         915          1000         -85          OVERLAP
4424.82      2000         -1085        1000         -2085        OVERLAP
4424.82      2000         875          1000         -125         OVERLAP
4426.82      2000         -1125        1000         -2125        OVERLAP
4426.82      2000         875          1000         -125         OVERLAP
4428.82      2000         -1125        1000         -2125        OVERLAP
4428.82      2000         885          1000         -115         OVERLAP
4430.82      2000         -1115        1000         -2115        OVERLAP
4430.82      2000         895          1000         -105         OVERLAP
